Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
13-Aug-2025 12:50 PM,21-Aug-2025 12:30 PM,13-Aug-2025 12:50 PM,21-Aug-2025 12:00 PM,13-Aug-2025 12:50 PM ,21-Aug-2025 12:00 PM ,13-Aug-2025 12:50 PM,21-Aug-2025 12:00 PM,25-Aug-2025 12:00 PM,944.0,Nil,Nil,No,"23,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,823/RED/VN-Rudhauli/2025-26 Dt. 17.07.25,2025_REDUP_1065294_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,EERED BASTI,O/O EERED BASTI,1.0,date1,Date,,1,Fee/PreQual/Technical,.pdf,technical,Gram Sihari Sardaha mein isthit ambedkar park ke boundry wall avm gate ka nirman karya,Gram Sihari Sardaha mein isthit ambedkar park ke boundry wall avm gate ka nirman karya,as per sbd ,NA ,"11,32,000",Civil Works,NA ,Tender,90.0,90.0,WORKS,272001.0,NA ,NA ,NA ,O/O EERED BASTI,No ,No,AOC,Technical,c,Ankur Verma,23-Aug-2025 11:22 AM,,ER ANKUR VERMA,Internal,ee,Ankur Verma,04-Sep-2025 07:35 PM,finsummary_1941957.pdf (21.95 KB),Finance,c,Ankur Verma,25-Aug-2025 02:20 PM,,BOQ Comparative Chart,ER ANKUR VERMA,Internal,ee,Ankur Verma,23-Aug-2025 11:54 AM,25-Aug-2025 12:00 PM,techsummary_1941957.pdf (491.75 KB),04-Sep-2025,"INR 1,132,303.93",90.0,Ankur Verma,01-Jun-2026 10:51 PM,boqcomparativechart11.pdf (22.00 KB),a,1,5461729,AR CONSTRUCTION,19-Aug-2025 07:42 PM,Rejected-Finance,r,04-Sep-2025 07:35 PM,1.0,5461676.0,M/S H.M.K. CONSTRUCTION,INR,"1,132,303.93",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,2025_REDUP_1065294_9,823/RED/VN-Rudhauli/2025-26 Dt. 17.07.25,Gram Sihari Sardaha mein isthit ambedkar park ke boundry wall avm gate ka nirman karya,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,finance,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5461676,M/S H.M.K. CONSTRUCTION,19-Aug-2025 07:56 PM,Accepted-AOC,a,04-Sep-2025 07:37 PM,,,,,,,,,,AOC
