Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"EE RED AYODHYA, Vikas Bhawan, Ayodhya","EE RED AYODHYA, Vikas Bhawan, Ayodhya",1,Fee/PreQual/Technical,.pdf,Fees and Technical Documents,1.0,SBI Bank,26-May-2025 10:00 AM,06-Jun-2025 02:00 PM,26-May-2025 10:00 AM,06-Jun-2025 12:00 PM,NA ,NA ,26-May-2025 10:00 AM,06-Jun-2025 12:00 PM,18-Jun-2025 12:00 PM,"18,680",No,percentage,2.0%,Nil,Nil,"1,180",Nil,Nil,No,"Under District Ayodhya, Construction of Interlocking Road from paved road to Ramashankar Tiwari house in Shivtar of development block Bikapur, Lot No 14","Under District Ayodhya, Construction of Interlocking Road from paved road to Ramashankar Tiwari house in Shivtar of development block Bikapur, Lot No 14",Please refer Tender documents. ,NA ,"9,34,000",Civil Works,NA ,Tender,90.0,90.0,Ayodhya,225001.0,"EE RED AYODHYA, Vikas Bhawan, Ayodhya ","EE RED AYODHYA, Vikas Bhawan, Ayodhya ",30-May-2025 11:00 AM ,"EE RED AYODHYA, Vikas Bhawan, Ayodhya",No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE FAIZABAD,68/EE RED AYODHYA/25-26 Dt 07/04/2025,2025_REDUP_1042787_14,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1,5221234,M/S SINGH CONSTRUCTIONS,28-May-2025 03:18 PM,Accepted-AOC,AOC,04-Sep-2025 08:38 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE FAIZABAD,2025_REDUP_1042787_14,68/EE RED AYODHYA/25-26 Dt 07/04/2025,"Under District Ayodhya, Construction of Interlocking Road from paved road to Ramashankar Tiwari house in Shivtar of development block Bikapur, Lot No 14",Finance,Summary,Munesh Kumar Lodhi,23-Jun-2025 10:52 AM,,BOQ Comparative Chart,Er M K Lodhi EE RED Ayodhya,Internal,,Mahendra Kumar,04-Sep-2025 08:16 AM,finsummary_1892294.pdf (738.36 KB),1.0,5221234.0,M/S SINGH CONSTRUCTIONS,INR,"1,041,612",Er Munesh Kumar Lodhi EE RED Ayodhya,Internal,"Er Munesh Kumar Lodhi EE RED Ayodhya, Er M K Singh AE RED Ayodhya, Mr Somesh Verma DAO RED Ayodhya",Somesh Verma,15-Jun-2025 11:11 AM,18-Jun-2025 12:00 PM,techsummary_1892294.pdf (1903.63 KB),Technical,Summary,Munesh Kumar Lodhi,07-Jun-2025 08:54 AM,,04-Sep-2025,"INR 1,041,612",90.0,Mahendra Kumar,04-Sep-2025 08:38 AM,68_14.pdf (738.00 KB),AOC
,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5221422,M/s Siyaram Construction,28-May-2025 04:25 PM,Rejected-Finance,Rejected,04-Sep-2025 08:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
