Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
26-Aug-2025,"INR 1,938,825",120.0,Nuzahat Parveen,06-Sep-2025 03:37 PM,TIRKARA_0001.pdf (207.00 KB),1,5414506,MITHALESH CONTRACTOR,10-Aug-2025 12:41 PM,Accepted-AOC,L-1,06-Sep-2025 03:37 PM,1.0,5414506.0,MITHALESH CONTRACTOR,INR,"1,938,825",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,2025_REDUP_1059793_5,1012/EE/RED/25-26/11-07-2025,"Const. Of C. C. Road from H/O. Shri Pramod Baghel to Shri Rajbahadur Baghel via beech gaon in vill. Tirkara Daolatpur, Block Barnahal, Mainpuri.",Finance,all bids admitted,Nuzahat Parveen,18-Aug-2025 04:15 PM,finance_1930369.pdf,BOQ Comparative Chart,E.E.Nuzhat Parveen,Internal,"A.E.RED,D.A.O.RED",Nuzahat Parveen,11-Aug-2025 02:33 PM,16-Aug-2025 10:00 AM,techsummary_1930369.pdf (305.08 KB),Technical,ALL BIDS ADMITTED,Nuzahat Parveen,11-Aug-2025 02:07 PM,technical_1930369.pdf,E.E.Nuzhat Parveen,Internal,"A.E.RED,D.A.O.RED",Nuzahat Parveen,26-Aug-2025 11:23 AM,finsummary_1930369.pdf (304.05 KB),AOC,"Const. Of C. C. Road from H/O. Shri Pramod Baghel to Shri Rajbahadur Baghel via beech gaon in vill. Tirkara Daolatpur, Block Barnahal, Mainpuri.","Const. Of C. C. Road from H/O. Shri Pramod Baghel to Shri Rajbahadur Baghel via beech gaon in vill. Tirkara Daolatpur, Block Barnahal, Mainpuri.",Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,90.0,120.0,Mainpuri,205001.0,NA ,NA ,NA ,E.E.RED OFFICE MAINPURI,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,1012/EE/RED/25-26/11-07-2025,2025_REDUP_1059793_5,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,854.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical bid,28-May-2026 11:52 AM,11-Aug-2025 12:30 PM,28-Jul-2025 10:00 AM,11-Aug-2025 12:00 PM,NA ,NA ,28-Jul-2025 10:00 AM,11-Aug-2025 12:00 PM,25-May-2026 11:52 AM,"39,000",Yes,fixed,,Nil,Nil,Executive Engineer,E.E.RED OFFICE MAINPURI,AOC
,,,,,,2,5414466,shri manoj yadav,10-Aug-2025 12:20 PM,Rejected-Finance,L-2,26-Aug-2025 11:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial bid,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,5414468,smt surema devi,10-Aug-2025 12:13 PM,Rejected-Finance,L-3,26-Aug-2025 11:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
