S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,Construction of Brick Pitching Between Km. 3.300 to Km. 3.350(Both Bank) of Nirpura Dy.,Construction of Brick Pitching Between Km. 3.300 to Km. 3.350(Both Bank) of Nirpura Dy.,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,NA ,SHAMLI,247776.0,NA ,NA ,NA ,EE Lower Division Yamuna Canal Office Shamli,No ,No,"67,000",No,fixed,,Nil,Nil,01-Aug-2025 11:00 AM,08-Aug-2025 03:00 PM,01-Aug-2025 11:00 AM,08-Aug-2025 01:00 PM,NA ,NA ,01-Aug-2025 11:00 AM,08-Aug-2025 01:00 PM,14-Aug-2025 04:00 PM,EE Lower Division Yamuna Canal Shamli,EE Lower Division Yamuna Canal Office Shamli,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E L D E Yamuna Canal Prabudhnagar(Muzaffarnagar),03/EE/2025-26,2025_UPIDC_1061554_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical Docoments,944.0,Nil,Nil,No,AOC,Technical,TECH,vivek varshney,14-Aug-2025 03:27 PM,,SUBHAS CHANDRa,Internal,vivek kumar varshney,vivek varshney,26-Sep-2025 02:16 PM,finsummary_1934308.pdf (346.76 KB),Finance,AOC,vivek varshney,26-Sep-2025 02:14 PM,,BOQ Comparative Chart,SUBHAS CHAND,Internal,VIVEK VARSHNEY,vivek varshney,14-Aug-2025 03:30 PM,14-Aug-2025 04:00 PM,techsummary_1934308.pdf (346.76 KB),26-Sep-2025,"INR 531,250",30.0,vivek varshney,26-Sep-2025 02:20 PM,N3300.pdf (347.00 KB),aoc,1.0,5411452.0,SUDHIR KUMAR CONTRACTOR,INR,"531,250",U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E L D E Yamuna Canal Prabudhnagar(Muzaffarnagar),2025_UPIDC_1061554_3,03/EE/2025-26,Construction of Brick Pitching Between Km. 3.300 to Km. 3.350(Both Bank) of Nirpura Dy.,1,5411215,M/S N.P. CONSTRUCTION CO.,08-Aug-2025 11:58 AM,Rejected-AOC,aoc,26-Sep-2025 02:20 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5411452,SUDHIR KUMAR CONTRACTOR,08-Aug-2025 12:12 PM,Accepted-AOC,aoc,26-Sep-2025 02:20 PM,AOC
