Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
23-Jul-2025,"INR 2,099,437",90.0,Rajesh Chaudhary,26-Sep-2025 04:30 PM,shardamandiraoc.pdf (572.00 KB),The work is awarded to M/s Sanjiv Kumar Sadaiya Contractor,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Banda,2025_SCIDC_1055141_1,02/EE/LTP/ET/2025-26,"Janpad Lalitpur ke Talabpura me Sharda Mata Mandir ke pas Sarvjanik Sthan par Samudayik Bhavan ka nirman. Under Scheme VN 2024-25 Hon ble Shri Ramratan Kushwaha Ji, MLA, Lalitpur",1.0,5328657.0,SANJEEV KUMAR SADAIYA,INR,"2,099,437",1,5328278,AADITYA VAIDHYA,14-Jul-2025 07:05 PM,Rejected-Finance,High Rate,22-Jul-2025 06:18 PM,Technical,Technical Summary,Rajesh Chaudhary,22-Jul-2025 01:57 PM,technical_1919744.pdf,EE,Internal,AE Asstt Acctt,Rajesh Chaudhary,22-Jul-2025 06:18 PM,finsummary_1919744.pdf (592.61 KB),Finance,Financial Summary,Rajesh Chaudhary,22-Jul-2025 06:16 PM,finance_1919744.pdf,BOQ Comparative Chart,EE,Internal,AE Asstt Acctt,Rajesh Chaudhary,22-Jul-2025 01:59 PM,22-Jul-2025 03:00 PM,techsummary_1919744.pdf (1065.61 KB),AOC,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Banda,02/EE/LTP/ET/2025-26,2025_SCIDC_1055141_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,RTGS - RTGS Payment,"Janpad Lalitpur ke Talabpura me Sharda Mata Mandir ke pas Sarvjanik Sthan par Samudayik Bhavan ka nirman. Under Scheme VN 2024-25 Hon ble Shri Ramratan Kushwaha Ji, MLA, Lalitpur","Janpad Lalitpur ke Talabpura me Sharda Mata Mandir ke pas Sarvjanik Sthan par Samudayik Bhavan ka nirman. Under Scheme VN 2024-25 Hon ble Shri Ramratan Kushwaha Ji, MLA, Lalitpur",Please refer the tender documents ,NA ,,Civil Works - Others,NA ,Tender,90.0,90.0,Talabpura Lalitpur,284403.0,NA ,NA ,NA ,Jhansi,No ,No,08-Jul-2025 11:00 AM,15-Jul-2025 02:00 PM,08-Jul-2025 11:00 AM,15-Jul-2025 01:30 PM,08-Jul-2025 11:00 AM ,15-Jul-2025 01:00 PM ,08-Jul-2025 11:00 AM,15-Jul-2025 01:30 PM,22-Jul-2025 03:00 PM,"1,652",UPSCIDCO,Lalitpur,Yes,"42,500",Yes,fixed,,UPSCIDCO,Lalitpur,1,Fee/PreQual/Technical,.pdf,Technical Document,Executive Engineer,UPSCIDCO Jhansi/Lalitpur,AOC
,,,,,,,,,,,,,,,,2,5328657,SANJEEV KUMAR SADAIYA,14-Jul-2025 08:29 PM,Accepted-AOC,The rates quoted by the contractor are the lowest.,26-Sep-2025 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ Document,,,AOC
