Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
EE,Internal,,SHAILENDRA PRASAD,23-Jul-2025 07:02 PM,26-Jul-2025 12:00 PM,techsummary_1906859.pdf (749.24 KB),Technical,Admitted,SHAILENDRA PRASAD,23-Jul-2025 04:51 PM,,16-Sep-2025,"INR 1,671,357",90.0,SHAILENDRA PRASAD,16-Sep-2025 11:50 AM,1400.pdf (175.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2025_REDUP_1049180_16,366 Date 13-05-2025,Devra chak me pich road se vijay singh ke ghar tak interlocking marg ka nirman karya.,1,5355280,M/S MAA GANGA CONSTRUCTION,19-Jul-2025 09:00 AM,Rejected-Finance,L2,28-Jul-2025 03:49 PM,EE,Internal,,SHAILENDRA PRASAD,28-Jul-2025 03:49 PM,finsummary_1906859.pdf (110.49 KB),Finance,Admitted,SHAILENDRA PRASAD,26-Jul-2025 02:27 PM,,BOQ Comparative Chart,1.0,5355185.0,RAJ INFRASTRUCTURE,INR,"1,671,357",AOC,854.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Tender doc,19-Jun-2025 12:00 PM,19-Jul-2025 12:30 PM,19-Jun-2025 12:00 PM,19-Jul-2025 12:00 PM,NA ,NA ,19-Jun-2025 12:00 PM,19-Jul-2025 12:00 PM,26-Jul-2025 12:00 PM,EE RED,Vikash Bhavan Varanasi,Devra chak me pich road se vijay singh ke ghar tak interlocking marg ka nirman karya.,Devra chak me pich road se vijay singh ke ghar tak interlocking marg ka nirman karya.,Please refer Tender documents. ,NA ,"16,98,000",Civil Works,NA ,Tender,90.0,90.0,Vikash Bhavan Varanasi,221002.0,NA ,NA ,NA ,Vikash Bhavan Varanasi,No ,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,366 Date 13-05-2025,2025_REDUP_1049180_16,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"33,960",Yes,percentage,2.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5355185,RAJ INFRASTRUCTURE,19-Jul-2025 08:34 AM,Accepted-AOC,L1,16-Sep-2025 11:50 AM,,,,,,,,,,,,,,,,,,AOC,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
