EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"45,400",Yes,percentage,2.0%,Nil,Nil,19-Jun-2025 12:00 PM,19-Jul-2025 12:30 PM,19-Jun-2025 12:00 PM,19-Jul-2025 12:00 PM,NA ,NA ,19-Jun-2025 12:00 PM,19-Jul-2025 12:00 PM,26-Jul-2025 12:00 PM,EE RED,Vikash Bhavan Varanasi,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Tender doc,Gram Sabha Bangalipur me Dr. Rajdev Maurya ji ke ghar ke pass se Dih Baba Mandir tak Interlocking ka karya.,Gram Sabha Bangalipur me Dr. Rajdev Maurya ji ke ghar ke pass se Dih Baba Mandir tak Interlocking ka karya.,Please refer Tender documents. ,NA ,"22,70,000",Civil Works,NA ,Tender,90.0,90.0,Vikash Bhavan Varanasi,221002.0,NA ,NA ,NA ,Vikash Bhavan Varanasi,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,366 Date 13-05-2025,2025_REDUP_1049180_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,354",Nil,Nil,No,AOC,Technical,Admitted,SHAILENDRA PRASAD,23-Jul-2025 04:13 PM,,EE,Internal,,Rajesh Kumar Yadav,31-Jul-2025 06:25 PM,finsummary_1906738.pdf (108.56 KB),Finance,Admitted,SHAILENDRA PRASAD,26-Jul-2025 01:46 PM,,BOQ Comparative Chart,EE,Internal,,SHAILENDRA PRASAD,23-Jul-2025 07:11 PM,26-Jul-2025 12:00 PM,techsummary_1906738.pdf (562.08 KB),19-Sep-2025,"INR 2,268,877.07",90.0,SHAILENDRA PRASAD,19-Sep-2025 04:06 PM,1406.pdf (898.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2025_REDUP_1049180_9,366 Date 13-05-2025,Gram Sabha Bangalipur me Dr. Rajdev Maurya ji ke ghar ke pass se Dih Baba Mandir tak Interlocking ka karya.,1.0,5327392.0,MS KAILASH SINGH,INR,"2,268,877.07",1,5331613,MS HARSHIT AND CONSTRUCTION,15-Jul-2025 03:12 PM,Rejected-Finance,L2,31-Jul-2025 06:25 PM,AOC
,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5327392,MS KAILASH SINGH,14-Jul-2025 04:36 PM,Accepted-AOC,L1,19-Sep-2025 04:06 PM,AOC
