Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,2025_REDUP_1042511_1,358 date 19.05.2025,Vikash khand mardah ke gram panchayat ghariha pich road se yugesh ke ghar hote hue bhaisahi nadi tak c.c. road nirman kary,1.0,5233223.0,HARINATH RAM CHAUHAN,INR,"2,039,395",1,5233223,HARINATH RAM CHAUHAN,04-Jun-2025 07:17 AM,Accepted-AOC,L1,10-Sep-2025 12:14 PM,10-Sep-2025,"INR 2,039,395",90.0,Puneet Kumar,10-Sep-2025 12:13 PM,gh.pdf (774.00 KB),L1,PUNEET KUMAR,Internal,"AMRITA SINGH, MITHILESH SINGH",Puneet Kumar,14-Jul-2025 04:21 PM,finsummary_1891476.pdf (404.15 KB),Technical,open,Puneet Kumar,04-Jun-2025 01:07 PM,technical_1891476.pdf,PUNEET KUMAR,Internal,"AMRITA SINGH, MITHILESH SINGH",Puneet Kumar,12-Jun-2025 06:12 PM,16-Jun-2025 01:00 PM,techsummary_1891476.pdf (74.78 KB),Finance,open,Puneet Kumar,26-Jun-2025 07:04 PM,finance_1891476.pdf,BOQ Comparative Chart,AOC,Vikash khand mardah ke gram panchayat ghariha pich road se yugesh ke ghar hote hue bhaisahi nadi tak c.c. road nirman kary,Vikash khand mardah ke gram panchayat ghariha pich road se yugesh ke ghar hote hue bhaisahi nadi tak c.c. road nirman kary,Please refer Tender documents. ,NA ,"17,47,000",Civil Works,NA ,Tender,90.0,90.0,GHAZIPUR,233001.0,NA ,NA ,NA ,OFFICE E.E. R.E.D. GHAZIPUR,No ,No,854.0,Nil,Nil,No,1.0,SBI Bank,E.E. R.E.D. GHAZIPUR,OFFICE E.E. R.E.D. GHAZIPUR,"34,940",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,fee and document,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,358 date 19.05.2025,2025_REDUP_1042511_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,26-May-2025 11:00 AM,04-Jun-2025 12:30 PM,26-May-2025 11:00 AM,04-Jun-2025 12:00 PM,NA ,NA ,26-May-2025 11:00 AM,04-Jun-2025 12:00 PM,16-Jun-2025 01:00 PM,AOC
,,,,,,,,,2,5231832,KIRAN CONSTRUCTION,03-Jun-2025 02:07 PM,Rejected-Technical,NONRESPONSIVE,12-Jun-2025 06:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5232628,M/S GOPAL RAI,04-Jun-2025 05:59 AM,Rejected-Technical,NONRESPONSIVE,12-Jun-2025 06:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5232463,M/S MAA GAYATRI ENTERPRISES,03-Jun-2025 07:17 PM,Rejected-Technical,NONRESPONSIVE,12-Jun-2025 06:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5231820,prakash construction,03-Jun-2025 11:48 PM,Rejected-Technical,NONRESPONSIVE,12-Jun-2025 06:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5233293,SHRI KRISHNA CONSTRUCTION COMPANY,04-Jun-2025 09:28 AM,Rejected-Finance,L2,14-Jul-2025 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
