Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
13-May-2025 09:00 AM,16-Jun-2025 04:30 PM,13-May-2025 09:05 AM,16-Jun-2025 04:00 PM,13-May-2025 09:10 AM ,21-May-2025 03:00 PM ,13-May-2025 09:30 AM,16-Jun-2025 04:00 PM,09-Jul-2025 05:00 PM,1.0,DD - Demand Draft,Superintending Engineer,"office of The Superintending Engineer, Construction Circle, U P Jal Nigam (Urban), Ayodhya","9,41,000",No,fixed,,Executive Engineer CD UPJN (Urban) Ayodhya,Ayodhya,"11,800",Executive Engineer CD UPJN (Urban) Ayodhya,Ayodhya,No,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Faizabad)||SE, CC, Faizabad||PM Urban Works Unit Faizabad",1044/W-21/50,2025_UPJNM_1038504_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,Corrigendum 1,Date,,Sewerage Scheme for Engineering Campus of Dr. Ram Manohar Lohia Awadh University Ayodhya,Sewerage Scheme for Engineering Campus of Dr. Ram Manohar Lohia Awadh University Ayodhya,As per attached bid document ,NA ,"4,70,26,655",Civil Works,Sewerage work ,Tender,120.0,NA ,Dr. Ram Manohar Lohia Awadh University Ayodhya,224001.0,Civil Line Ayodhya ,"office of The Superintending Engineer, Construction Circle, U P Jal Nigam (Urban), Ayodhya ",19-May-2025 03:00 PM ,Civil Line Ayodhya,No ,No,AOC,Technical,Technical bid open on dt. 16-06-2025. 7 bids found and admitted.,VIVEK PANDEY,17-Jun-2025 01:26 PM,,SE AYODHYA,Internal,SEEANDMAEAC,Santosh Kumar Singh,21-Jul-2025 01:27 PM,finsummary_1882734.pdf (584.58 KB),Finance,Financial bid open on dt. 09-07-2025. M/S STERLING ENTERPRISES found L1 bidder.,VIVEK PANDEY,09-Jul-2025 05:09 PM,,BOQ Comparative Chart,SE AYODHYA,Internal,EECDAYODHYAEEEANDMAYODHYAAECDAYODHYAACCDAYODHYA,Santosh Kumar Singh,08-Jul-2025 12:35 PM,09-Jul-2025 05:00 PM,techsummary_1882734.pdf (606.50 KB),25-Aug-2025,"INR 31,103,429.72",365.0,VIVEK PANDEY,16-Sep-2025 05:03 PM,6se.pdf (354.00 KB),Contact award to Ist lowest bidder M/s ESTERLING ENTERPRISES with 33.86 percent below. C.B. No. 06/SE/2025-26 dt. 25.08.2025,1,5239219,AMIT CONSTRUCTION Co.,07-Jun-2025 02:53 PM,Rejected-Finance,Not found lowest,21-Jul-2025 01:27 PM,1.0,5239282.0,M/S STERLING ENTERPRISES,INR,"31,103,429.72","U P Jal Nigam (HQ), Lucknow||Chief Engineer (Faizabad)||SE, CC, Faizabad||PM Urban Works Unit Faizabad",2025_UPJNM_1038504_1,1044/W-21/50,Sewerage Scheme for Engineering Campus of Dr. Ram Manohar Lohia Awadh University Ayodhya,AOC
,,,,,,,,,2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5239689,M/s ADORE ENGINEERS AND TRADERS,07-Jun-2025 02:25 PM,Rejected-Technical,Technically Disqualified,08-Jul-2025 12:35 PM,,,,,,,,,,AOC
,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5239563,M/S SATISH KUMAR CONTRACTOR,07-Jun-2025 11:17 AM,Rejected-Finance,Not found lowest,21-Jul-2025 01:27 PM,,,,,,,,,,AOC
,,,,,,,,,4.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5252622,M/S SHREE HARIOM SHARMA CONSTRUCTION,16-Jun-2025 02:00 PM,Rejected-Finance,Not found lowest,21-Jul-2025 01:27 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5239282,M/S STERLING ENTERPRISES,16-Jun-2025 02:07 PM,Accepted-AOC,Awarded,16-Sep-2025 05:03 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5239470,ratan kumar,16-Jun-2025 02:51 PM,Rejected-Technical,Technically Disqualified,08-Jul-2025 12:35 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5239440,SHARDA CONSTRUCTION CO.,07-Jun-2025 08:43 AM,Rejected-Finance,Not found lowest,21-Jul-2025 01:27 PM,,,,,,,,,,AOC
