Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
EE RED GONDA,Internal,ER J. B. Singh EE ER Virendra Kumar Pathak AE SRI L.K. Chakravarti DAO,VIRENDRA KUMAR PATHAK,04-Sep-2025 10:52 AM,04-Sep-2025 11:00 AM,techsummary_1946580.pdf (265.22 KB),30-Sep-2025,"INR 1,343,915.37",120.0,Jay Bahadur Singh,30-Sep-2025 01:55 PM,14.pdf (429.00 KB),Bond,Technical,Summary,VIRENDRA KUMAR PATHAK,03-Sep-2025 11:03 AM,,EE RED GONDA,Internal,ER J. B. Singh EE ER Virendra Kumar Pathak AE SRI L.K. Chakravarti DAO,Jay Bahadur Singh,30-Sep-2025 01:52 PM,finsummary_1946580.pdf (429.38 KB),Finance,Summary,Jay Bahadur Singh,08-Sep-2025 11:43 AM,,BOQ Comparative Chart,1.0,5505864.0,M/S SRI JAN CONSTRUCTION,INR,"1,343,915.37",1,5506151,M/S DASMESH ASSOCIATES,30-Aug-2025 12:23 PM,Rejected-Finance,L2,30-Sep-2025 01:52 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2025_REDUP_1067302_14,450/RED/ENivida/Nir/2025-26 dt 02-08-2025,Gram Panchayat Sumerpur me Ghiraun ke ghar se Talab tak 300 m Length me Interlocking ka Karya,AOC,1.0,SBI Bank,21-Aug-2025 06:00 PM,01-Sep-2025 12:30 PM,21-Aug-2025 06:00 PM,01-Sep-2025 12:00 PM,NA ,NA ,21-Aug-2025 06:00 PM,01-Sep-2025 12:00 PM,04-Sep-2025 11:00 AM,EE RED GONDA,EE RED GONDA Vikas Bhawan Distt Gonda,Gram Panchayat Sumerpur me Ghiraun ke ghar se Talab tak 300 m Length me Interlocking ka Karya,Gram Panchayat Sumerpur me Ghiraun ke ghar se Talab tak 300 m Length me Interlocking ka Karya,Gram Panchayat Sumerpur me Ghiraun ke ghar se Talab tak 300 m Length me Interlocking ka Karya ,NA ,"13,45,261",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,"26,905",Yes,percentage,2.0%,Nil,Nil,1,Fee/PreQual/Technical,.pdf,NIT with T1,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,450/RED/ENivida/Nir/2025-26 dt 02-08-2025,2025_REDUP_1067302_14,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,950.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5505864,M/S SRI JAN CONSTRUCTION,29-Aug-2025 01:36 PM,Accepted-AOC,L1,30-Sep-2025 01:55 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Work BOQ,,,,,,,,,,,,,,,,,,,AOC
