Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
12-Sep-2025,"INR 809,772.42",90.0,Yogendra Nath Kushwaha,12-Sep-2025 12:09 PM,AOC.pdf (676.00 KB),RUSTAM KHAN FOUND L1 AS PER BOQ CHART,1.0,5408565.0,M/S NEETU ENTERPRISES,07-Aug-2025 09:03 AM,Rejected-Finance,L2,12-Sep-2025 12:00 PM,1.0,5408541.0,RUSTAM KHAN,INR,"809,772",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Jaunpur,2025_SCIDC_1061281_1,073/EE/JNP-MLA/25-26 DT-28-07-25,UNDER MLA JAFRABAD NIDHI BLOCK SIRKONI KE GYASPUR PRIMERY PATHSALA ME EXTRA CLASS ROOM KA NIRMAN KARYA,Finance,TWO BID FOUND FOR THE TENDER,Yogendra Nath Kushwaha,12-Sep-2025 11:58 AM,finance_1933671.pdf,BOQ Comparative Chart,SRI YN KUSHWAHA,Internal,SRI VAIBHAV TRIPATHI ACCT,Yogendra Nath Kushwaha,05-Sep-2025 03:13 PM,05-Sep-2025 05:00 PM,techsummary_1933671.pdf (395.63 KB),Technical,TWO BID FOUND FOR THE TENDER,Yogendra Nath Kushwaha,05-Sep-2025 03:12 PM,technical_1933671.pdf,SRI YN KUSHWAHA,Internal,SRI VAIBHV TRIPATHI,Yogendra Nath Kushwaha,12-Sep-2025 12:00 PM,finsummary_1933671.pdf (572.50 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"18,000",No,fixed,,Ex engineer upscidc ltd,JAUNPUR,Ex enginner UPSCIDC LTD JAUNPUR,VAN VIHAR ROAD BHUPATPATTI JAUNPUR,30-Jul-2025 06:00 PM,07-Aug-2025 01:00 PM,30-Jul-2025 06:00 PM,07-Aug-2025 11:00 AM,NA ,NA ,30-Jul-2025 06:00 PM,07-Aug-2025 11:00 AM,05-Sep-2025 05:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Jaunpur,073/EE/JNP-MLA/25-26 DT-28-07-25,2025_SCIDC_1061281_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,UNDER MLA JAFRABAD NIDHI BLOCK SIRKONI KE GYASPUR PRIMERY PATHSALA ME EXTRA CLASS ROOM KA NIRMAN KARYA,UNDER MLA JAFRABAD NIDHI BLOCK SIRKONI KE GYASPUR PRIMERY PATHSALA ME EXTRA CLASS ROOM KA NIRMAN KARYA,Please refer Tender documents. ,NA ,"8,10,583",Civil Works - Roads,CLASS ROOM ,Tender,90.0,90.0,GYASPUR,222001.0,NA ,NA ,NA ,Ex enginner office UPSCIDC LTD JAUNPUR,No ,No,1,DD - Demand Draft,"1,062",Ex engineer upscidc ltd,JAUNPUR,No,AOC
,,,,,,,2.0,5408541.0,RUSTAM KHAN,07-Aug-2025 08:35 AM,Accepted-AOC,L1,12-Sep-2025 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,AOC
