Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2025_REDUP_1061589_6,493/RED/TENDER/UNNAO/25-2 6Dt-19-06-2025,Gram Bhauli me Baghari Road Se Kanera tak Nali va Interlocking Road ka Nirman karye.,1.0,5402007.0,Rishi Prakash jaiswal,INR,"1,645,701.99",1,5404616,M/S DIPTI KATIYAR,05-Aug-2025 06:18 PM,Rejected-AOC,l2,06-Sep-2025 05:26 PM,06-Sep-2025,"INR 1,645,701.99",90.0,Narendra chaudhary,06-Sep-2025 05:26 PM,Baghari01.pdf (901.00 KB),l1,Er Narendra Chaudhary,Internal,,Narendra chaudhary,06-Sep-2025 05:24 PM,finsummary_1934353.pdf (901.03 KB),Technical,Summary,Narendra chaudhary,14-Aug-2025 11:09 AM,technical_1934353.pdf,Er Narendra Chaudhary,Internal,,Narendra chaudhary,14-Aug-2025 11:11 AM,14-Aug-2025 11:15 AM,techsummary_1934353.pdf (491.25 KB),Finance,summary,Narendra chaudhary,06-Sep-2025 05:22 PM,finance_1934353.pdf,BOQ Comparative Chart,AOC,Gram Bhauli me Baghari Road Se Kanera tak Nali va Interlocking Road ka Nirman karye.,Gram Bhauli me Baghari Road Se Kanera tak Nali va Interlocking Road ka Nirman karye.,Plz Refer Doc ,NA ,"16,46,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED UNNAO,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,493/RED/TENDER/UNNAO/25-2 6Dt-19-06-2025,2025_REDUP_1061589_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Er Narendra Chaudhary,Vikash Bhawan Unnao,1.0,SBI Bank,31-Jul-2025 12:30 PM,06-Aug-2025 12:30 PM,31-Jul-2025 12:30 PM,06-Aug-2025 12:00 PM,NA ,NA ,31-Jul-2025 12:30 PM,06-Aug-2025 12:00 PM,14-Aug-2025 11:15 AM,"32,900",Yes,fixed,,Nil,Nil,"1,000",Nil,Nil,No,AOC
,,,,,,,,,2,5402007,Rishi Prakash jaiswal,05-Aug-2025 09:29 AM,Accepted-AOC,l1,06-Sep-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,AOC
