Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
03-Sep-2025,"INR 1,136,830",90.0,Mahendra Kumar,03-Sep-2025 08:14 PM,241_2.pdf (221.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE FAIZABAD,2025_REDUP_1045943_2,241/EE RED AYODHYA/25-26 Dt 21/04/2025,"Under District Ayodhya, Construction of Interlocking road from Beni Gaddopur pucca road of development block Tarun to Lala ka Purwa via Man Singh house, Lot No 2",1.0,5240088.0,M/S SINGH CONSTRUCTIONS,INR,"1,136,830",1,5240088,M/S SINGH CONSTRUCTIONS,07-Jun-2025 07:06 PM,Accepted-AOC,AOC,03-Sep-2025 08:14 PM,Finance,Summary,Munesh Kumar Lodhi,05-Jul-2025 09:18 AM,,BOQ Comparative Chart,Er Munesh Kumar Lodhi EE RED Ayodhya,Internal,"Er Munesh Kumar Lodhi EE RED Ayodhya, Er Jai Singh AE RED Ayodhya, Mr Somesh Verma DAO RED Ayodhya",Somesh Verma,30-Jun-2025 02:37 PM,04-Jul-2025 03:00 PM,techsummary_1899028.pdf (1959.37 KB),Technical,Summary,Munesh Kumar Lodhi,13-Jun-2025 04:35 PM,,Er M K Lodhi EE RED Ayodhya,Internal,,Mahendra Kumar,03-Sep-2025 08:01 PM,finsummary_1899028.pdf (220.93 KB),AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE FAIZABAD,241/EE RED AYODHYA/25-26 Dt 21/04/2025,2025_REDUP_1045943_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Under District Ayodhya, Construction of Interlocking road from Beni Gaddopur pucca road of development block Tarun to Lala ka Purwa via Man Singh house, Lot No 2","Under District Ayodhya, Construction of Interlocking road from Beni Gaddopur pucca road of development block Tarun to Lala ka Purwa via Man Singh house, Lot No 2",Please refer Tender documents. ,NA ,"10,15,000",Civil Works,NA ,Tender,90.0,90.0,Ayodhya,225001.0,"EE RED AYODHYA, Vikas Bhawan, Ayodhya ","EE RED AYODHYA, Vikas Bhawan, Ayodhya ",05-Jun-2025 11:00 AM ,"EE RED AYODHYA, Vikas Bhawan, Ayodhya",No ,No,"1,180",Nil,Nil,No,"EE RED AYODHYA, Vikas Bhawan, Ayodhya","EE RED AYODHYA, Vikas Bhawan, Ayodhya",1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fees and Technical Documents,"20,300",No,percentage,2.0%,Nil,Nil,04-Jun-2025 06:55 PM,11-Jun-2025 03:00 PM,04-Jun-2025 06:55 PM,11-Jun-2025 12:00 PM,NA ,NA ,04-Jun-2025 06:55 PM,11-Jun-2025 12:00 PM,04-Jul-2025 03:00 PM,AOC
,,,,,,,,,,,,,,,2,5240105,M/s Siyaram Construction,07-Jun-2025 07:36 PM,Rejected-Finance,Rejected,03-Sep-2025 08:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Fees and Technical Documents,,,,,,,,,,,,,,,,AOC
