Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
UP Rajya Vidyut Utpadan Nigam Ltd||Obra Thermal Power Project- UPRVUNL- Sonebhadra,N-OBR/B/MMCII/PDIII/6000008517,2025_RVUNL_1043611_1,Yes,Open Tender,Fixed-rate,Goods,2.0,No,No,Offline,No,No,No,1.0,Corrigendum 01 on Critical Dates,Date,,1.0,Fee/PreQual/Technical,.pdf,Document w.r.t. PQC clause no. 4.1 to 4.8,28-May-2026 11:46 AM,17-Jun-2025 06:00 PM,28-May-2025 10:00 AM,16-Jun-2025 02:00 PM,28-May-2025 10:00 AM ,16-Jun-2025 12:00 PM ,28-May-2025 10:00 AM,16-Jun-2025 02:00 PM,23-Jun-2025 02:00 PM,1.0,BG - Bank Guarantee,"Superintending Engineer, MMC, Obra TPS, Obra","Office of Superintending Engineer, MMC, Obra TPS, Obra","1,180","UPRVUN Ltd., P and AD, BTPS, Obra",Obra-231219,No,"3,00,000",No,fixed,,"UPRVUN Ltd., P and AD, BTPS, Obra",Obra-231219,"Supply of Condenser Tube for overhauling of unit no. 11, BTPS, Obra, Sonebhadra (U.P.)","Supply of Condenser Tube for overhauling of unit no. 11, BTPS, Obra, Sonebhadra (U.P.)",As per Tender Specification Document ,NA ,"2,85,12,000",Mechanical Engineering Items,Condenser Tube ,Tender,180.0,30.0,"Store Division - I, BTPS, Obra",231219.0,"Office of Superintending Engineer, MMC, Obra TPS ","Office of Superintending Engineer, MMC, Obra TPS, Obra ",04-May-2026 11:46 AM ,"Office of Superintending Engineer, MMC, Obra TPS",No ,No,AOC,Technical,Summary of Bid Part-I,Deepak Kumar,17-Jun-2025 07:33 PM,,Sanjay Kumar Pandey,Internal,Sanjay Kumar Pandey,Deepak Kumar,19-Sep-2025 06:33 PM,finsummary_1893740.pdf (397.08 KB),Finance,Summary of Bid Part-II,Deepak Kumar,27-Jun-2025 01:40 PM,,BOQ Comparative Chart,Sanjay Kumar Pandey,Internal,Sanjay Kumar Pandey,Deepak Kumar,23-Jun-2025 01:38 PM,23-Jun-2025 02:00 PM,techsummary_1893740.pdf (390.34 KB),19-Sep-2025,"INR 35,200,000",90.0,Deepak Kumar,19-Sep-2025 06:37 PM,AOCMP508.pdf (110.00 KB),Award of Contract,1.0,5238417.0,INDUSTRIAL TUBES MFRS.PVT.LTD,14-Jun-2025 05:23 PM,Rejected-Finance,Not L-1 Bidder,19-Sep-2025 06:33 PM,1.0,5251028.0,METAL ALLOYS CORPORATION,INR,"35,200,000",UP Rajya Vidyut Utpadan Nigam Ltd||Obra Thermal Power Project- UPRVUNL- Sonebhadra,2025_RVUNL_1043611_1,N-OBR/B/MMCII/PDIII/6000008517,"Supply of Condenser Tube for overhauling of unit no. 11, BTPS, Obra, Sonebhadra (U.P.)",AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Other document w.r.t. PQC clause no. 5.1 to 5.7,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5251028.0,METAL ALLOYS CORPORATION,15-Jun-2025 05:09 PM,Accepted-AOC,L-1 Bidder,19-Sep-2025 06:37 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Check List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5223800.0,MULTIMETALS LIMITED,09-Jun-2025 10:56 AM,Rejected-Finance,Not L-1 Bidder,19-Sep-2025 06:33 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
