Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
03-Sep-2025,"INR 1,495,906",120.0,RAJNEESH KUMAR,03-Sep-2025 12:24 PM,khanua.pdf (452.00 KB),FINAL,Technical,FINAL,RAJNEESH KUMAR,19-Jun-2025 03:22 PM,technical_1890903.pdf,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,19-Jun-2025 03:24 PM,23-Jun-2025 12:30 PM,techsummary_1890903.pdf (102.94 KB),Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,03-Sep-2025 12:19 PM,finsummary_1890903.pdf (452.20 KB),Finance,FINAL,RAJNEESH KUMAR,03-Sep-2025 11:58 AM,finance_1890903.pdf,BOQ Comparative Chart,1.0,5232127.0,M/S BHAGWATI DHARM ENTERPRISES,INR,"1,495,906",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2025_REDUP_1042127_20,120/RED/Tender/2025-26 Dated 16-04-2025,Gram Khanua Block Mauranipur main shiv ji mandir Prangan ke pass Apex ka karya,1,5232255,LUCKY ENTERPRISES,04-Jun-2025 07:26 AM,Rejected-Finance,N,03-Sep-2025 12:19 PM,AOC,"76,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,120/RED/Tender/2025-26 Dated 16-04-2025,2025_REDUP_1042127_20,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,354",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,SBD,Gram Khanua Block Mauranipur main shiv ji mandir Prangan ke pass Apex ka karya,Gram Khanua Block Mauranipur main shiv ji mandir Prangan ke pass Apex ka karya,Please refer Tender documents. ,NA ,"15,05,000",Civil Works,NA ,Tender,90.0,120.0,Gram Khanua Block Mauranipur main shiv ji mandir P,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,1.0,SBI Bank,24-May-2025 09:00 AM,04-Jun-2025 03:30 PM,24-May-2025 09:00 AM,04-Jun-2025 12:00 PM,NA ,NA ,24-May-2025 09:00 AM,04-Jun-2025 12:00 PM,23-Jun-2025 12:30 PM,EE RED Jhansi,EE RED Jhansi,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5232127,M/S BHAGWATI DHARM ENTERPRISES,04-Jun-2025 07:34 AM,Accepted-AOC,Y,03-Sep-2025 12:24 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
