S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1,5494071,M/S SUSHIL KUMAR CONTRACTOR,26-Aug-2025 09:21 PM,Accepted-AOC,Due To Lower Rate,15-Sep-2025 06:01 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BADAUN,2025_REDUP_1061067_6,575/RED/e-Tender/2025-26 Date 21.07.2025,Baratghar construction work in Gram Panchayat Rijoula (Usawan),1.0,5494071.0,M/S SUSHIL KUMAR CONTRACTOR,INR,"1,225,580.07",11-Sep-2025,"INR 1,446,184",90.0,BHOOPENDRA PRATAP SINGH,15-Sep-2025 06:01 PM,rijola.pdf (493.00 KB),Agreement Cost For Construction With GST,Executive Engineer,Internal,AE and DAO,SureshChandra Singh,09-Sep-2025 06:09 PM,finsummary_1933075.pdf (183.77 KB),Technical,Technical Bid Opened,SureshChandra Singh,30-Aug-2025 11:32 AM,,Executive Engineer,Internal,AE and DAO,SureshChandra Singh,04-Sep-2025 12:02 PM,08-Sep-2025 12:00 PM,techsummary_1933075.pdf (464.53 KB),Finance,Financial Bid Opened,BHOOPENDRA PRATAP SINGH,08-Sep-2025 12:49 PM,,BOQ Comparative Chart,AOC,766.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical,Baratghar construction work in Gram Panchayat Rijoula (Usawan),Baratghar construction work in Gram Panchayat Rijoula (Usawan),Please Refer To Tender ,NA ,"12,31,120",Civil Works,NA ,Tender,90.0,90.0,Badaun,243601.0,NA ,NA ,NA ,"RED, Badaun",No ,No,30-Jul-2026 11:52 AM,29-Aug-2025 04:00 PM,30-Jul-2025 12:00 PM,29-Aug-2025 12:00 PM,NA ,NA ,30-Jul-2025 12:00 PM,29-Aug-2025 12:00 PM,08-Sep-2025 12:00 PM,1.0,SBI Bank,"25,000",Yes,fixed,,Nil,Nil,"Executive Engineer, RED, Division Badaun","Office of Executive Engineer, Rural Engineering Department, Division Badaun, Room No. 226, First Floor, Vikas Bhawan, Badaun 243601",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BADAUN,575/RED/e-Tender/2025-26 Date 21.07.2025,2025_REDUP_1061067_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
2,5500176,RISHI VISHWAKARMA CONSTRUCTION (R.V. CONSTRUCTION),26-Aug-2025 11:03 PM,Rejected-Finance,Due To Higher Rate,09-Sep-2025 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
