S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,5385536.0,M/S KRISH ENTERPRISES,INR,"1,191,468.34",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BADAUN,2025_REDUP_1052653_1,430(12)/RED/e-Tender/2025-26 Date 21.06.2025,Construction work of Baraatghar in Musajhag village (Jagat),1,5385750,M/S BHOORE SINGH THEKEDAR,29-Jul-2025 08:12 PM,Rejected-Finance,Due To Higher Rate,08-Aug-2025 04:44 PM,19-Sep-2025,"INR 1,405,932",90.0,BHOOPENDRA PRATAP SINGH,27-Sep-2025 01:04 PM,Misahjhag.pdf (354.00 KB),Agreement Cost For Construction With GST,Executive Engineer,Internal,AE and DAO,SureshChandra Singh,02-Aug-2025 06:32 PM,07-Aug-2025 12:00 PM,techsummary_1914120.pdf (338.39 KB),Finance,Financial Bid opened.,SureshChandra Singh,07-Aug-2025 12:57 PM,,BOQ Comparative Chart,Executive Engineer,Internal,AE and DAO,SureshChandra Singh,08-Aug-2025 04:44 PM,finsummary_1914120.pdf (543.99 KB),Technical,Technical Bid Opened.,SureshChandra Singh,31-Jul-2025 11:38 AM,,AOC,1.0,SBI Bank,01-Jul-2025 12:00 PM,30-Jul-2025 04:00 PM,01-Jul-2025 12:00 PM,30-Jul-2025 12:00 PM,NA ,NA ,01-Jul-2025 12:00 PM,30-Jul-2025 12:00 PM,07-Aug-2025 12:00 PM,1,Fee/PreQual/Technical,.pdf,Technical,"24,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BADAUN,430(12)/RED/e-Tender/2025-26 Date 21.06.2025,2025_REDUP_1052653_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Executive Engineer, RED, Division Badaun","Office of Executive Engineer, Rural Engineering Department, Division Badaun, Room No. 226, First Floor, Vikas Bhawan, Badaun 243601",766.0,Nil,Nil,No,Construction work of Baraatghar in Musajhag village (Jagat),Construction work of Baraatghar in Musajhag village (Jagat),Please Refer To Tender ,NA ,"11,93,976",Civil Works,NA ,Tender,90.0,90.0,Badaun,243601.0,NA ,NA ,NA ,"RED, Badaun",No ,No,AOC
,,,,,,,,,2,5385536,M/S KRISH ENTERPRISES,28-Jul-2025 08:20 PM,Accepted-AOC,Due To Lower Rate,27-Sep-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
