S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
1,5504736,GREENAGE INDIA RESOURCES PRIVATE LIMITED,28-Aug-2025 12:15 PM,Accepted-AOC,Ist Lowest Rate,10-Sep-2025 01:23 PM,1.0,5504736.0,GREENAGE INDIA RESOURCES PRIVATE LIMITED,INR,"1,979,909.55",U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Bareilly,2025_SCIDC_1065073_2,151/E.E.E. Bly/E-Tender/BLY/2025-26 Dt. 12.08.2025,"93 Nos. SITC of 30 watt Solar LED Street Light at Various Places in Block Bithri Chainpur, Kiyara, Majhgwan, Fatehganj(w), Meerganj, Shegarh, Bhojipura, Nawabganj, Bhadpura, Bahedi, Damkhoda and Ram Nagar, District Bareilly (MLC Nidhi)",08-Sep-2025,"INR 1,979,909.55",60.0,Harindra Kumar,10-Sep-2025 01:23 PM,LOI.pdf (833.00 KB),Contract Value Rs. 1979909.55,Muniveer Singh,Internal,"Muniveer Singh, Harindra Kumar, Bhaskar Mishra",Harindra Kumar,03-Sep-2025 02:50 PM,03-Sep-2025 02:55 PM,techsummary_1947547.pdf (935.65 KB),Finance,Financial Bid Opening Summary,Harindra Kumar,08-Sep-2025 03:02 PM,finance_1947547.pdf,BOQ Comparative Chart,Muniveer Singh,Internal,"Muniveer Singh, Harindra Kumar, Bhaskar Mishra",Harindra Kumar,08-Sep-2025 03:05 PM,finsummary_1947547.pdf (811.66 KB),Technical,Technical Bid Opening Summary,Harindra Kumar,03-Sep-2025 02:44 PM,technical_1947547.pdf,AOC,1.0,DD - Demand Draft,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Bareilly,151/E.E.E. Bly/E-Tender/BLY/2025-26 Dt. 12.08.2025,2025_SCIDC_1065073_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,652",EE UPSCIDCO,BAREILLY,No,22-Aug-2025 06:55 PM,29-Aug-2025 01:00 PM,22-Aug-2025 06:55 PM,29-Aug-2025 12:00 PM,NA ,NA ,22-Aug-2025 06:55 PM,29-Aug-2025 12:00 PM,03-Sep-2025 02:55 PM,1.0,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee, EMD and BOQ","39,700",No,fixed,,EE UPSCIDCO,BAREILLY,"93 Nos. SITC of 30 watt Solar LED Street Light at Various Places in Block Bithri Chainpur, Kiyara, Majhgwan, Fatehganj(w), Meerganj, Shegarh, Bhojipura, Nawabganj, Bhadpura, Bahedi, Damkhoda and Ram Nagar, District Bareilly (MLC Nidhi)","93 Nos. SITC of 30 watt Solar LED Street Light at Various Places in Block Bithri Chainpur, Kiyara, Majhgwan, Fatehganj(w), Meerganj, Shegarh, Bhojipura, Nawabganj, Bhadpura, Bahedi, Damkhoda and Ram Nagar, District Bareilly (MLC Nidhi)","93 Nos. SITC of 30 watt Solar LED Street Light at Various Places in Block Bithri Chainpur, Kiyara, Majhgwan, Fatehganj(w), Meerganj, Shegarh, Bhojipura, Nawabganj, Bhadpura, Bahedi, Damkhoda and Ram Nagar, District Bareilly (MLC Nidhi) ",NA ,"19,80,900",Solar Street Lights,93 Nos. SITC of 30 watt Solar LED Street Light BLY ,Tender,90.0,60.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,Executive Engineer Officer,"UPSCIDCO, 154 Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",AOC
2,5502521,KHALSA CONTRACTORS,27-Aug-2025 02:14 PM,Rejected-Technical,"Disqualified, not fulfill as per NIT Conditions",03-Sep-2025 02:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,5504106,M/S B R ENTERPRISES,28-Aug-2025 02:23 AM,Rejected-AOC,IInd Lowest Rate,10-Sep-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
