S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,5533129,GEETA TRADING AND CONSTRUCTION,13-Sep-2025 09:48 PM,Accepted-AOC,L1,20-Sep-2025 04:40 PM,1.0,5533129.0,GEETA TRADING AND CONSTRUCTION,INR,"1,131,158",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,2025_SCIDC_1072373_1,1214 /EE SKN /E-Tender /Vidhayak Nidhi Harraiya Basti /2025-26 Dated 08-09-2025,Construction of Smriti Dwara work at Parasa Parsarampur Road Par Maharishi Vasishtha Block Parsarampur Distt Basti. (Vidhayak Nidhi Harraiya Basti),20-Sep-2025,"INR 1,131,158",90.0,Ramesh Bahadur Shahi,20-Sep-2025 04:40 PM,4prasaLOI.pdf (775.00 KB),M/s Geeta Trading and Construction Found L1,Sri Ramesh bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,20-Sep-2025 11:18 AM,finsummary_1957071.pdf (697.25 KB),Technical,M/S AANYA CONSTRUCTION and M/s GEETA TRADING AND CONSTRUCTION Found,Ramesh Bahadur Shahi,17-Sep-2025 03:40 PM,technical_1957071.pdf,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,17-Sep-2025 03:42 PM,17-Sep-2025 05:00 PM,techsummary_1957071.pdf (372.61 KB),Finance,M/s GEETA TRADING AND CONSTRUCTION Found L1,Ramesh Bahadur Shahi,20-Sep-2025 11:16 AM,finance_1957071.pdf,BOQ Comparative Chart,AOC,1,Fee/PreQual/Technical,.pdf,NIT,"23,000",No,fixed,,UPSCIDCO,BASTI,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,1214 /EE SKN /E-Tender /Vidhayak Nidhi Harraiya Basti /2025-26 Dated 08-09-2025,2025_SCIDC_1072373_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,09-Sep-2025 09:00 AM,15-Sep-2025 02:00 PM,09-Sep-2025 09:00 AM,15-Sep-2025 01:00 PM,09-Sep-2025 09:00 AM ,15-Sep-2025 01:00 PM ,09-Sep-2025 09:00 AM,15-Sep-2025 01:00 PM,17-Sep-2025 05:00 PM,"1,652",UPSCIDCO,BASTI,No,Executive Engineer,"H.No. 1087(2) Malviya road, near Roadways Tiraha, Basti",1,FDR - Fixed Deposit,Construction of Smriti Dwara work at Parasa Parsarampur Road Par Maharishi Vasishtha Block Parsarampur Distt Basti. (Vidhayak Nidhi Harraiya Basti),Construction of Smriti Dwara work at Parasa Parsarampur Road Par Maharishi Vasishtha Block Parsarampur Distt Basti. (Vidhayak Nidhi Harraiya Basti),As Given in NIT ,NA ,"11,31,724",Civil Works - Others,NA ,Tender,90.0,90.0,BASTI,272001.0,"H.No. 1087(2) Malviya road, near Roadways Tiraha,  ","H.No. 1087(2) Malviya road, near Roadways Tiraha, Basti ",12-Sep-2025 12:00 PM ,UPSCIDCO BASTI,No ,No,AOC
2,5531200,M/S AANYA CONSTRUCTION,12-Sep-2025 11:50 PM,Rejected-Finance,L2,20-Sep-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,AOC
