Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
18-Sep-2025,"INR 3,118,122.001",270.0,SHAMSHAD AHMED,18-Sep-2025 12:48 PM,pratapgarhLOA.pdf (750.00 KB),L1,1,5417155,ANGLE CONSTRUCTION & SUPPLIER,12-Aug-2025 02:53 PM,Rejected-Finance,L3,26-Aug-2025 03:23 PM,1.0,5412263.0,NYSHA CONSTRUCTION,INR,"3,118,122",UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2025_UPPAN_1061122_1,"2125/PAN/ET/25-26, DT. 29-07-2025",CONSTRUCTION OF 20 PERSON PRE FABRICATED BARRACK AND TOILET/ BATHROOM FOR GRP PRATAPGARH U.P,Technical,3 bidder rejected in technical,Sanjeev Saxena,19-Aug-2025 05:26 PM,,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Sanjeev Saxena,26-Aug-2025 03:23 PM,finsummary_1933208.pdf (614.39 KB),Finance,ALL BIDDER ADMITTED,Sanjeev Saxena,25-Aug-2025 05:30 PM,,BOQ Comparative Chart,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Sanjeev Saxena,19-Aug-2025 05:31 PM,20-Aug-2025 04:30 PM,techsummary_1933208.pdf (1075.70 KB),AOC,"1,770",Nil,Nil,No,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"2125/PAN/ET/25-26, DT. 29-07-2025",2025_UPPAN_1061122_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,29-Jul-2025 06:00 PM,13-Aug-2025 11:30 AM,29-Jul-2025 06:00 PM,12-Aug-2025 05:00 PM,NA ,NA ,29-Jul-2025 06:00 PM,12-Aug-2025 05:00 PM,20-Aug-2025 04:30 PM,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,"75,000",No,fixed,,Nil,Nil,1.0,SBI Bank,CONSTRUCTION OF 20 PERSON PRE FABRICATED BARRACK AND TOILET/ BATHROOM FOR GRP PRATAPGARH U.P,CONSTRUCTION OF 20 PERSON PRE FABRICATED BARRACK AND TOILET/ BATHROOM FOR GRP PRATAPGARH U.P,Please refer Tender documents. ,NA ,"37,80,000",Civil Works,NA ,Tender,90.0,270.0,GRP PRATAPGARH U.P,230001.0,NA ,NA ,NA ,U.P. Police Awas Nigam Ltd. Lucknow,No ,No,SANJEEV SAXENA,U.P. Police Awas Nigam Ltd. Lucknow,AOC
,,,,,,,2,5423535,GANESH ELECTRICAL,12-Aug-2025 04:06 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Aug-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,5419432,INTERTOUCH OFFICE SYSTEMS,11-Aug-2025 06:16 PM,Rejected-Finance,L4,26-Aug-2025 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,5417114,M J GOVERNMENT CONTRACTOR & SUPPLIERS,11-Aug-2025 10:52 AM,Rejected-Finance,L6,26-Aug-2025 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,5400886,M/S AAPURTI ASSOCIATES,11-Aug-2025 10:11 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Aug-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,5419368,M/S NIRAJ KUMAR SINGH,11-Aug-2025 06:28 PM,Rejected-Finance,L5,26-Aug-2025 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,5412263,NYSHA CONSTRUCTION,12-Aug-2025 12:10 PM,Accepted-AOC,L1,18-Sep-2025 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,5407353,Pacific buildcon,11-Aug-2025 02:54 PM,Rejected-Finance,L3,26-Aug-2025 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,5392794,PRAKASH TRADING COMPANY,12-Aug-2025 01:56 PM,Rejected-Finance,L2,26-Aug-2025 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,5420970,Ramnayan ji Kushwaha,11-Aug-2025 11:53 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Aug-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
