Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Er Narendra Chaudhary,Internal,,Narendra chaudhary,22-Jul-2025 05:05 PM,23-Jul-2025 09:00 AM,techsummary_1920932.pdf (588.86 KB),Technical,SUMMARY,Narendra chaudhary,22-Jul-2025 05:03 PM,technical_1920932.pdf,23-Sep-2025,"INR 3,372,403.35",90.0,Narendra chaudhary,23-Sep-2025 01:03 PM,Mohlaekhera001.pdf (1006.00 KB),l1,1,5315082,A P CONSTRUCTION,11-Jul-2025 05:30 PM,Accepted-AOC,l1,23-Sep-2025 01:03 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2025_REDUP_1055711_14,442/red/tender/unnao/25-26 Dt-10-06-2025,Mohalekhera me Pandit Khera Sampark Marg tak Interlocking Road.,Er Narendra Chaudhary,Internal,Summary,Narendra chaudhary,23-Sep-2025 01:01 PM,finsummary_1920932.pdf (1006.42 KB),Finance,Summary,Narendra chaudhary,23-Sep-2025 12:58 PM,finance_1920932.pdf,BOQ Comparative Chart,1.0,5315082.0,A P CONSTRUCTION,INR,"3,372,403.35",AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,442/red/tender/unnao/25-26 Dt-10-06-2025,2025_REDUP_1055711_14,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"67,700",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,SBI Bank,Er Narendra Chaudhary,Vikash Bhawan,09-Jul-2025 05:45 PM,15-Jul-2025 12:30 PM,09-Jul-2025 05:45 PM,15-Jul-2025 12:00 PM,NA ,NA ,09-Jul-2025 05:45 PM,15-Jul-2025 12:00 PM,23-Jul-2025 09:00 AM,"1,000",Nil,Nil,No,Mohalekhera me Pandit Khera Sampark Marg tak Interlocking Road.,Mohalekhera me Pandit Khera Sampark Marg tak Interlocking Road.,Plz Refer Doc ,NA ,"33,84,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED UNNAO,No ,No,AOC
,,,,,,,,,,,,,,,,,,,2,5318462,M/S SHRI CONSTRUCTION,12-Jul-2025 06:57 PM,Rejected-AOC,l2,23-Sep-2025 01:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
