Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE MAU,631dt08.07.2025,2025_REDUP_1063282_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Vikas Khand Mohammdabad Gohna ke Gram Sabha Devkali Devlash me Ram Kumar ke Ghar se Ashok Kumar Gautam ke Ghar tak Interlocking Krya.,Vikas Khand Mohammdabad Gohna ke Gram Sabha Devkali Devlash me Ram Kumar ke Ghar se Ashok Kumar Gautam ke Ghar tak Interlocking Krya.,Please refer Tender documents. ,NA ,"15,38,000",Civil Works,NA ,Tender,90.0,90.0,MAU,275101.0,NA ,NA ,NA ,Ex.Ex.R.E.D. Vikas Bhawan Mau,No ,No,Ex.Ex.R.E.D. Vikas Bhawan Mau,Ex.Ex.R.E.D. Vikas Bhawan Mau,"1,104",Nil,Nil,No,"31,000",No,fixed,,Nil,Nil,1.0,SBI Bank,06-Aug-2025 10:00 AM,12-Aug-2025 01:30 PM,06-Aug-2025 10:00 AM,12-Aug-2025 12:00 PM,NA ,NA ,06-Aug-2025 10:00 AM,12-Aug-2025 12:00 PM,27-Aug-2025 01:30 PM,1.0,Fee/PreQual/Technical,.pdf,Payment Certificate,AOC,EE RED MAU,Internal,"E.E.A.K.Verma,D.A.O.Kunwar Raghavendra Singh,AE Jai Prakash Singh",ARUN KUMAR VERMA,09-Sep-2025 01:16 PM,finsummary_1937788.pdf (362.97 KB),Technical,Two Technical Bid found,ARUN KUMAR VERMA,26-Aug-2025 05:50 PM,technical_1937788.pdf,EE RED MAU,Internal,"E.E.A.K.Verma,D.A.O.Kunwar Raghavendra Singh,AE Jai Prakash Singh",ARUN KUMAR VERMA,26-Aug-2025 06:12 PM,27-Aug-2025 01:30 PM,techsummary_1937788.pdf (362.97 KB),Finance,Two financial Bid found,ARUN KUMAR VERMA,27-Aug-2025 02:28 PM,finance_1937788.pdf,BOQ Comparative Chart,1.0,5411895.0,M/S UMA TRADERS,08-Aug-2025 02:19 PM,Accepted-AOC,LOWEST RATE FOUND,09-Sep-2025 01:24 PM,1.0,5411895.0,M/S UMA TRADERS,INR,"1,295,004.37",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE MAU,2025_REDUP_1063282_1,631dt08.07.2025,Vikas Khand Mohammdabad Gohna ke Gram Sabha Devkali Devlash me Ram Kumar ke Ghar se Ashok Kumar Gautam ke Ghar tak Interlocking Krya.,09-Sep-2025,"INR 1,295,004.37",90.0,ARUN KUMAR VERMA,09-Sep-2025 01:24 PM,DeokaliAOC.pdf (126.00 KB),M/S Uma Traders FINANCIAL BID RATE FOUND LOWEST AND BELOW THE RATE OF DIPARTMENTAL RATE HANCE A.O.C.GENERATED IN THE NAME OF M/S Uma Traders,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Document,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5412559.0,Yatharth Construction,08-Aug-2025 06:25 PM,Rejected-AOC,SECOND LOWEST RATE FOUND,09-Sep-2025 01:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
