Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"1,180",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fees and Technical Documents,"EE RED AYODHYA, Vikas Bhawan, Ayodhya","EE RED AYODHYA, Vikas Bhawan, Ayodhya",1.0,SBI Bank,26-May-2025 10:00 AM,06-Jun-2025 02:00 PM,26-May-2025 10:00 AM,06-Jun-2025 12:00 PM,NA ,NA ,26-May-2025 10:00 AM,06-Jun-2025 12:00 PM,18-Jun-2025 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE FAIZABAD,68/EE RED AYODHYA/25-26 Dt 07/04/2025,2025_REDUP_1042787_17,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"18,860",No,percentage,2.0%,Nil,Nil,"Under District Ayodhya, Construction of Interlocking Road from Narendra Singh house to Sanjay Paswan farm in Bera of development block Maya, Lot No 17","Under District Ayodhya, Construction of Interlocking Road from Narendra Singh house to Sanjay Paswan farm in Bera of development block Maya, Lot No 17",Please refer Tender documents. ,NA ,"9,43,000",Civil Works,NA ,Tender,90.0,90.0,Ayodhya,225001.0,"EE RED AYODHYA, Vikas Bhawan, Ayodhya ","EE RED AYODHYA, Vikas Bhawan, Ayodhya ",30-May-2025 11:00 AM ,"EE RED AYODHYA, Vikas Bhawan, Ayodhya",No ,No,AOC,1,5221219,M/S SINGH CONSTRUCTIONS,28-May-2025 03:30 PM,Accepted-AOC,AoC,04-Sep-2025 08:33 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE FAIZABAD,2025_REDUP_1042787_17,68/EE RED AYODHYA/25-26 Dt 07/04/2025,"Under District Ayodhya, Construction of Interlocking Road from Narendra Singh house to Sanjay Paswan farm in Bera of development block Maya, Lot No 17",1.0,5221219.0,M/S SINGH CONSTRUCTIONS,INR,"1,051,598",Finance,Summary,Munesh Kumar Lodhi,23-Jun-2025 10:47 AM,,BOQ Comparative Chart,Er M K Lodhi EE RED Ayodhya,Internal,,Mahendra Kumar,04-Sep-2025 08:19 AM,finsummary_1892297.pdf (248.03 KB),Er Munesh Kumar Lodhi EE RED Ayodhya,Internal,"Er Munesh Kumar Lodhi EE RED Ayodhya, Er Jai Singh AE RED Ayodhya, Mr Somesh Verma DAO RED Ayodhya",Somesh Verma,14-Jun-2025 09:28 PM,18-Jun-2025 12:00 PM,techsummary_1892297.pdf (1491.61 KB),Technical,Summary,Munesh Kumar Lodhi,07-Jun-2025 08:56 AM,,04-Sep-2025,"INR 1,051,598",90.0,Mahendra Kumar,04-Sep-2025 08:33 AM,68_17.pdf (248.00 KB),AOC
,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5221445,M/s Siyaram Construction,28-May-2025 04:36 PM,Rejected-Finance,Rejected,04-Sep-2025 08:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
