Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Water storage tank of Residential Building of Matatila colony Jhansi for the year 2025-26.,Water storage tank of Residential Building of Matatila colony Jhansi for the year 2025-26.,Please refer Tender documents. ,NA ,"1,75,000",Civil Works,NA ,Tender,90.0,30.0,jhnasi,284001.0,NA ,NA ,NA ,Jhansi,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi",03/EE/Matatila/2025-26,2025_UPIDC_1068798_3,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,27-Aug-2025 11:00 AM,03-Sep-2025 01:00 PM,27-Aug-2025 11:00 AM,03-Sep-2025 12:00 PM,NA ,NA ,27-Aug-2025 11:00 AM,03-Sep-2025 12:00 PM,04-Sep-2025 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,Tender Document,1.0,SBI Bank,"Executive Engineer, Matatila Dam Division,Jhansi","Executive Engineer, Matatila Dam Division,Jhansi","18,000",No,fixed,,Nil,Nil,"1,089",Nil,Nil,No,AOC,Pankaj Singh,Internal,Brejesh Kumar Porwal,Pankaj Singh,12-Sep-2025 05:12 PM,finsummary_1949934.pdf (477.90 KB),Technical,All Bids Are Admitted,Pankaj Singh,04-Sep-2025 11:37 AM,technical_1949934.pdf,Pankaj Singh,Internal,Brajesh Kumar Porwal,Pankaj Singh,04-Sep-2025 11:49 AM,04-Sep-2025 12:00 PM,techsummary_1949934.pdf (642.42 KB),Finance,All Bids Are Accpted,Pankaj Singh,08-Sep-2025 04:31 PM,finance_1949934.pdf,BOQ Comparative Chart,1,5515001,M/s BABU PRASAD TIWARI,03-Sep-2025 11:35 AM,Accepted-AOC,L1,12-Sep-2025 05:30 PM,1.0,5515001.0,M/s BABU PRASAD TIWARI,INR,"97,944","U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi",2025_UPIDC_1068798_3,03/EE/Matatila/2025-26,Water storage tank of Residential Building of Matatila colony Jhansi for the year 2025-26.,16-Sep-2025,"INR 97,944",30.0,Pankaj Singh,12-Sep-2025 05:30 PM,03Acp03.pdf (478.00 KB),Acceptance,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5513180,M/S PRADEEP KUMAR SHUKLA,02-Sep-2025 10:25 PM,Rejected-AOC,L2,12-Sep-2025 05:30 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5512760,ram sharan sahu,03-Sep-2025 10:37 AM,Rejected-AOC,L4,12-Sep-2025 05:30 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5512164,SHRI SAI ASSOCIATES,03-Sep-2025 09:46 AM,Rejected-AOC,L3,12-Sep-2025 05:30 PM,,,,,,,,,,,,,,,,,AOC
