Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
29-Sep-2025,"INR 1,316,976.5",90.0,SHAILENDRA PRASAD,29-Sep-2025 03:10 PM,1675.pdf (771.00 KB),1,5412756,M/S D.S. CONSTRUCTION,08-Aug-2025 07:15 PM,Rejected-Finance,L2,20-Aug-2025 03:08 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2025_REDUP_1056327_9,710 Date 11-06-2025,vikas khand cholapur ke gram panchayat mahmudganj me danganj police chauki ke pass men road se 200M tak mahmudpur ko jane vale sadak lage paththar par CC marg ka nirman karya.,1.0,5409871.0,SHANTI INFRA,INR,"1,316,976.5",Finance,Admitted,SHAILENDRA PRASAD,19-Aug-2025 06:19 PM,,BOQ Comparative Chart,EE,Internal,,SHAILENDRA PRASAD,13-Aug-2025 07:18 PM,19-Aug-2025 12:00 PM,techsummary_1922811.pdf (570.53 KB),Technical,Admitted,SHAILENDRA PRASAD,13-Aug-2025 07:15 PM,,EE,Internal,,SHAILENDRA PRASAD,20-Aug-2025 03:08 PM,finsummary_1922811.pdf (110.32 KB),AOC,766.0,Nil,Nil,No,vikas khand cholapur ke gram panchayat mahmudganj me danganj police chauki ke pass men road se 200M tak mahmudpur ko jane vale sadak lage paththar par CC marg ka nirman karya.,vikas khand cholapur ke gram panchayat mahmudganj me danganj police chauki ke pass men road se 200M tak mahmudpur ko jane vale sadak lage paththar par CC marg ka nirman karya.,Please refer Tender documents. ,NA ,"13,19,000",Civil Works,NA ,Tender,90.0,90.0,Vikash Bhavan Varanasi,221002.0,NA ,NA ,NA ,Vikash Bhavan Varanasi,No ,No,"26,380",Yes,percentage,2.0%,Nil,Nil,14-Jul-2025 12:00 PM,11-Aug-2025 12:30 PM,14-Jul-2025 12:00 PM,11-Aug-2025 12:00 PM,NA ,NA ,14-Jul-2025 12:00 PM,11-Aug-2025 12:00 PM,19-Aug-2025 12:00 PM,EE RED,Vikash Bhavan Varanasi,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender doc,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,710 Date 11-06-2025,2025_REDUP_1056327_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,2,5416199,M/s Ravi Construction,10-Aug-2025 09:12 PM,Rejected-Technical,As per clause 2.4 of ITB,13-Aug-2025 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Boq,,,,,,,,,,,,,,,AOC
,,,,,,3,5409871,SHANTI INFRA,07-Aug-2025 05:15 PM,Accepted-AOC,L1,29-Sep-2025 03:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
