Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
18-Sep-2025,"INR 813,943.57",180.0,Harindra Kumar,24-Sep-2025 06:16 PM,LOI2.pdf (843.00 KB),Contract Value Rs. 813943.57,1.0,5532122.0,A.V.M. ELECTRICALS,14-Sep-2025 11:13 PM,Accepted-AOC,Ist Lowest Rate,24-Sep-2025 06:16 PM,1.0,5532122.0,A.V.M. ELECTRICALS,INR,"813,943.57",U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Bareilly,2025_SCIDC_1067753_3,156-2/E.E.E. Bly/E-Tender/BLY/2025-26 Dt. 22.08.2025,"Electrification work in S.T., S.C. Boys Hostel in Bholapur, Bareilly",Finance,Financial Bid Opening Summary,Harindra Kumar,18-Sep-2025 05:09 PM,finance_1957334.pdf,BOQ Comparative Chart,Muniveer Singh,Internal,"Muniveer Singh, Harindra Kumar, Bhaskar Mishra",Harindra Kumar,17-Sep-2025 04:07 PM,17-Sep-2025 04:10 PM,techsummary_1957334.pdf (978.03 KB),Technical,Technical Bid Opening Summary,Harindra Kumar,17-Sep-2025 04:00 PM,technical_1957334.pdf,Muniveer Singh,Internal,"Muniveer Singh, Harindra Kumar, Bhaskar Mishra",Harindra Kumar,18-Sep-2025 05:19 PM,finsummary_1957334.pdf (759.82 KB),AOC,1,Fee,.pdf,Tender Fee and EMD,09-Sep-2025 12:00 PM,15-Sep-2025 02:00 PM,09-Sep-2025 12:00 PM,15-Sep-2025 01:00 PM,NA ,NA ,09-Sep-2025 12:00 PM,15-Sep-2025 01:00 PM,17-Sep-2025 04:10 PM,Executive Engineer Officer,"UPSCIDC Ltd. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",1.0,DD - Demand Draft,"17,000",No,fixed,,EE UPSCIDCO,BAREILLY,"Electrification work in S.T., S.C. Boys Hostel in Bholapur, Bareilly","Electrification work in S.T., S.C. Boys Hostel in Bholapur, Bareilly","Electrification work in S.T., S.C. Boys Hostel in Bholapur, Bareilly ",NA ,"8,23,163",Electrical Works,Electrification work in ST SC Boys Hostel Bholapur ,Tender,90.0,180.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,"1,062",EE UPSCIDCO,BAREILLY,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Bareilly,156-2/E.E.E. Bly/E-Tender/BLY/2025-26 Dt. 22.08.2025,2025_SCIDC_1067753_3,Yes,Open Tender,Item Rate,Works,3.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,PreQual/Technical,.pdf,Tender Notice and BOQ,,,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
