Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
EE RED jhansi,EE RED jhansi,Gram Khishni Khurd Block bangra main Gopal kushwaha ke makan se Rajendra Singh ke makan ki aur apex road abam nali ka nirman.,Gram Khishni Khurd Block bangra main Gopal kushwaha ke makan se Rajendra Singh ke makan ki aur apex road abam nali ka nirman.,Please refer Tender documents. ,NA ,"9,89,000",Civil Works,NA ,Tender,90.0,90.0,Gram Khishni Khurd Block bangra main Gopal kushwah,284003.0,NA ,NA ,NA ,EE RED jhansi,No ,No,"50,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,132/EE/RED/Tender/2025-26 Dated 17.04.2025,2025_REDUP_1046821_28,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,09-Jun-2025 09:00 AM,25-Jul-2025 03:30 PM,09-Jun-2025 09:00 AM,25-Jul-2025 12:00 PM,NA ,NA ,09-Jun-2025 09:00 AM,25-Jul-2025 12:00 PM,04-Aug-2025 12:30 PM,1,Fee/PreQual/Technical,.pdf,SBD,854.0,Nil,Nil,No,1.0,date5,Date,,1.0,SBI Bank,AOC,1.0,5273188.0,M/S RAMRAJA CONSTRUUCTION,INR,"983,054",Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,03-Sep-2025 11:49 AM,finsummary_1901582.pdf (375.25 KB),Finance,final,RAJNEESH KUMAR,03-Sep-2025 11:47 AM,finance_1901582.pdf,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2025_REDUP_1046821_28,132/EE/RED/Tender/2025-26 Dated 17.04.2025,Gram Khishni Khurd Block bangra main Gopal kushwaha ke makan se Rajendra Singh ke makan ki aur apex road abam nali ka nirman.,1,5273188,M/S RAMRAJA CONSTRUUCTION,27-Jun-2025 09:00 AM,Accepted-AOC,Y,03-Sep-2025 11:50 AM,03-Sep-2025,"INR 983,054",90.0,RAJNEESH KUMAR,03-Sep-2025 11:50 AM,khisnikhurd.pdf (375.00 KB),FINAL,Technical,final,RAJNEESH KUMAR,31-Jul-2025 12:49 PM,technical_1901582.pdf,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,31-Jul-2025 12:52 PM,04-Aug-2025 12:30 PM,techsummary_1901582.pdf (461.44 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5273203,SHIVANYA TOMAR CONSTRUCTION,27-Jun-2025 09:10 AM,Rejected-Finance,N,03-Sep-2025 11:49 AM,,,,,,,,,,,,,,,,,,,,AOC
