Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE FARRUKHABAD,2025_REDUP_1055513_5,95/RED/NIT/2025-25 DT12.06.2025,Interlocking of main road from Naresh Kushwahas house to Tularams house in village Kadakka,1.0,5318379.0,M/S VICTORY CONSTRUCTION AND SUPPLIER,INR,"1,067,564",1,5316026,M/S GARGI CONSTRUCTION,13-Jul-2025 02:30 PM,Rejected-Finance,L3,10-Aug-2025 01:48 PM,10-Sep-2025,"INR 1,067,564",90.0,Abhishek Chaudhary,11-Sep-2025 07:52 AM,CB14.pdf (1420.00 KB),VIRENDRA KUMAR,Internal,,Abhishek Chaudhary,10-Aug-2025 01:48 PM,finsummary_1920556.pdf (191.66 KB),Technical,Admitted,Abhishek Chaudhary,16-Jul-2025 06:35 PM,,Virendra Kumar,Internal,,Abhishek Chaudhary,22-Jul-2025 10:09 PM,23-Jul-2025 10:00 AM,techsummary_1920556.pdf (193.59 KB),Finance,Admitted by tender committee,Abhishek Chaudhary,23-Jul-2025 01:57 PM,,BOQ Comparative Chart,AOC,856.0,Nil,Nil,No,Interlocking of main road from Naresh Kushwahas house to Tularams house in village Kadakka,Interlocking of main road from Naresh Kushwahas house to Tularams house in village Kadakka,Please refer Tender documents. ,NA ,"10,70,000",Civil Works,NA ,Tender,90.0,90.0,FARRUKHABAD,209625.0,NA ,NA ,NA ,O/o EEREDFBD,No ,No,1.0,CHANGE DATE,Date,,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,SBD,"21,400",No,fixed,,Nil,Nil,09-Jul-2025 01:50 PM,16-Jul-2025 12:30 PM,09-Jul-2025 01:50 PM,16-Jul-2025 12:00 PM,09-Jul-2025 01:50 PM ,16-Jul-2025 12:00 PM ,09-Jul-2025 01:50 PM,16-Jul-2025 12:00 PM,23-Jul-2025 10:00 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE FARRUKHABAD,95/RED/NIT/2025-25 DT12.06.2025,2025_REDUP_1055513_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER,O/o EEREDFBD,AOC
,,,,,,,,,2,5330525,M/S SHRI RAM AND COMPANY,15-Jul-2025 08:07 AM,Rejected-Finance,L2,10-Aug-2025 01:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5318379,M/S VICTORY CONSTRUCTION AND SUPPLIER,15-Jul-2025 08:13 PM,Accepted-AOC,L1,11-Sep-2025 07:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
