Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Technical Bid,General manager,"General Manager, Zone-2, U.P. Projects Corporation Ltd. 14, Chandra Shekar Nagar Colony, Tulasherpur, Bareilly","11,800","Project Manager, U.P. Projects Corporation Ltd",Bareilly,No,10-May-2025 10:00 AM,21-May-2025 03:00 PM,10-May-2025 10:00 AM,21-May-2025 01:00 PM,NA ,NA ,10-May-2025 10:00 AM,21-May-2025 01:00 PM,16-Jun-2025 03:00 PM,"CONSTRUCTION AND RENOVATION OF BOUNDARY WALL AT - GOVT. INDUSTRIAL TRAINING INSTITUTE JALALABAD, DISTT.- SHAHJAHANPUR (U.P.)","CONSTRUCTION AND RENOVATION OF BOUNDARY WALL AT - GOVT. INDUSTRIAL TRAINING INSTITUTE JALALABAD, DISTT.- SHAHJAHANPUR (U.P.)","CONSTRUCTION AND RENOVATION OF BOUNDARY WALL AT - GOVT. INDUSTRIAL TRAINING INSTITUTE JALALABAD, DISTT.- SHAHJAHANPUR (U.P.) ",NA ,"52,00,000",Civil Works,NA ,Tender,120.0,120.0,Bareilly,243122.0,NA ,NA ,NA ,Bareilly,No ,No,"1,04,000",No,fixed,,"Project Manager, U.P. Projects Corporation Ltd",Bareilly,1.0,FDR - Fixed Deposit,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-2 Bareilly,04/PCL/GM/ZONE-2/BLY/2025-26,2025_UPPRC_1037566_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,Technical,comparative,Rajeev Kumar Pandey,12-Jun-2025 01:12 PM,technical_1880350.pdf,General Manager,Internal,,Rajeev Kumar Pandey,26-Sep-2025 02:23 PM,finsummary_1880350.pdf (1001.18 KB),Finance,Financial Summary,Rajeev Kumar Pandey,26-Sep-2025 02:21 PM,finance_1880350.pdf,BOQ Comparative Chart,General Manager,Internal,,Rajeev Kumar Pandey,12-Jun-2025 01:16 PM,16-Jun-2025 03:00 PM,techsummary_1880350.pdf (1001.18 KB),27-Sep-2025,"INR 5,145,911.08",120.0,Rajeev Kumar Pandey,26-Sep-2025 02:24 PM,AG14.pdf (748.00 KB),1.0,5205474.0,OM ENTERPRISES,INR,"5,145,911.08",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-2 Bareilly,2025_UPPRC_1037566_4,04/PCL/GM/ZONE-2/BLY/2025-26,"CONSTRUCTION AND RENOVATION OF BOUNDARY WALL AT - GOVT. INDUSTRIAL TRAINING INSTITUTE JALALABAD, DISTT.- SHAHJAHANPUR (U.P.)",1,5204498,M/S AADISHAKTI ENTERPRISES,20-May-2025 10:08 PM,Rejected-Finance,Being II lowest,26-Sep-2025 02:23 PM,1.0,Corrigendum,Corrigendum,29-May-2025 02:19 PM,Corigendum130.pdf ,595.33,Technical Opening,AOC
2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5205576,M/S KAUSHAL KUMAR SINGH,21-May-2025 12:04 PM,Rejected-Finance,Being III lowest,26-Sep-2025 02:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5205584,M/S MAHADEV NURSURY SEEDS & CIVIL CONSTRUCTION,21-May-2025 12:28 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,12-Jun-2025 01:12 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5205474,OM ENTERPRISES,21-May-2025 11:35 AM,Accepted-AOC,Work Awarded to M/S Om Enterprises,26-Sep-2025 02:25 PM,,,,,,,,AOC
