EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"5,70,600",No,percentage,2.0%,Nil,Nil,"5,207",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow",01/SE-6/2025-26,2025_UPIDC_1061710_7,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,SE SIX CIRCLE LUCKNOW,SE SIX CIRCLE LUCKNOW,Lucknow sakha ke km 172.040 ka km 173.110 tk lining ka karya,Lucknow sakha ke km 172.040 ka km 173.110 tk lining ka karya,Please refer tender document ,NA ,"2,85,30,000",Civil Works,NA ,Tender,90.0,360.0,lucknow,226010.0,SE SIX CIRCLE LUCKNOW ,SE SIX CIRCLE LUCKNOW ,04-Aug-2025 03:00 PM ,SE SIX CIRCLE LUCKNOW,No ,No,01-Aug-2025 11:00 AM,11-Aug-2025 03:00 PM,01-Aug-2025 11:00 AM,11-Aug-2025 01:00 PM,NA ,NA ,01-Aug-2025 11:00 AM,11-Aug-2025 01:00 PM,25-Aug-2025 01:00 PM,1.0,SBI Bank,AOC,Technical,Technically result attached,OM PRAKASH VERMA,21-Aug-2025 04:58 PM,technical_1934683.pdf,SE OM PRAKASH VERMA,Internal,SE SIX CIRCLE SE FLOOD CIRCLE LAKHIMPUR KHIRI,OM PRAKASH VERMA,28-Aug-2025 01:27 PM,finsummary_1934683.pdf (107.89 KB),Finance,financial sheet attached,OM PRAKASH VERMA,25-Aug-2025 02:10 PM,finance_1934683.pdf,BOQ Comparative Chart,SE OM PRAKASH VERMA,Internal,SE SIX CIRCLE SE FLOOD CIRCLE LAKHIMPUR KHIRI,OM PRAKASH VERMA,25-Aug-2025 12:27 PM,25-Aug-2025 01:00 PM,techsummary_1934683.pdf (107.89 KB),23-Sep-2025,"INR 19,367,497.75",360.0,OM PRAKASH VERMA,23-Sep-2025 04:11 PM,munnuaoclining.pdf (450.00 KB),detail letter attached,1,5414775,DHARAM DEV CHAUHAN,10-Aug-2025 10:55 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 01:27 PM,1.0,5416581.0,m/s munnu lal shukla,INR,"19,367,497.75","U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow",2025_UPIDC_1061710_7,01/SE-6/2025-26,Lucknow sakha ke km 172.040 ka km 173.110 tk lining ka karya,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5398508,M/S ASHISH KUMAR,11-Aug-2025 11:37 AM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 01:27 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5413906,M/S CHAUDHARY ENTERPRISES,11-Aug-2025 08:11 AM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 01:27 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5414369,M/S K.K. TRADERS,11-Aug-2025 11:49 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Aug-2025 04:58 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5402014,M/S KUMAR MANGLAM CONSTRUCTION,10-Aug-2025 12:06 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 01:27 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5415505,M/S MAHAJAN CONSTRUCTION AND SUPPLIER,11-Aug-2025 02:43 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Aug-2025 04:58 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5416581,m/s munnu lal shukla,11-Aug-2025 09:35 AM,Accepted-AOC,technically qualified and quoted lowest amount,23-Sep-2025 04:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5412109,M/s Nav Bharat Construction,11-Aug-2025 12:25 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 01:27 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5416227,M/S OBELION CONSTRUCTIONS,11-Aug-2025 12:54 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Aug-2025 04:58 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5404718,M/S PRATAP NIRMAN SANSTHAN,07-Aug-2025 01:31 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 01:27 PM,,,,,,,,,,AOC
