EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"1,20,540",No,percentage,2.0%,Nil,Nil,1.0,SBI Bank,SE SIX CIRCLE LUCKNOW,SE SIX CIRCLE LUCKNOW,Janpad hardoi me karyalaya adhishashi abhiyanta hardoi khand sharda nahar hardoi ke parisar me sthit shayak abhiyanta second ke awas ke jirdodhar avam nirikshan bhawan me sadak interlocking ka karya,Janpad hardoi me karyalaya adhishashi abhiyanta hardoi khand sharda nahar hardoi ke parisar me sthit shayak abhiyanta second ke awas ke jirdodhar avam nirikshan bhawan me sadak interlocking ka karya,please refer tender document ,NA ,"60,27,000",Civil Works,NA ,Tender,90.0,120.0,hardoi,241001.0,SE SIX CIRCLE LUCKNOW ,SE SIX CIRCLE LUCKNOW ,04-Aug-2025 03:00 PM ,SE SIX CIRCLE LUCKNOW,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow",01/SE-6/2025-26,2025_UPIDC_1061710_3,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,"2,957",Nil,Nil,No,01-Aug-2025 11:00 AM,11-Aug-2025 03:00 PM,01-Aug-2025 11:00 AM,11-Aug-2025 01:00 PM,NA ,NA ,01-Aug-2025 11:00 AM,11-Aug-2025 01:00 PM,25-Aug-2025 01:00 PM,AOC,SE OM PRAKASH VERMA,Internal,SE SIX CIRCLE EE HDSC,OM PRAKASH VERMA,28-Aug-2025 02:03 PM,finsummary_1934607.pdf (1316.07 KB),Technical,Technical result atttached,OM PRAKASH VERMA,21-Aug-2025 10:46 AM,technical_1934607.pdf,SE OM PRAKASH VERMA,Internal,SE SIX CIRCLE EE HARDOI DIVISION SHARDA CANAL HARDOI,OM PRAKASH VERMA,25-Aug-2025 12:14 PM,25-Aug-2025 01:00 PM,techsummary_1934607.pdf (1316.07 KB),Finance,financial attached,OM PRAKASH VERMA,25-Aug-2025 01:45 PM,finance_1934607.pdf,BOQ Comparative Chart,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow",2025_UPIDC_1061710_3,01/SE-6/2025-26,Janpad hardoi me karyalaya adhishashi abhiyanta hardoi khand sharda nahar hardoi ke parisar me sthit shayak abhiyanta second ke awas ke jirdodhar avam nirikshan bhawan me sadak interlocking ka karya,1.0,5414005.0,M/S. DURJAN CONTRATOR,INR,"4,836,828.687",1,5416164,BALAJI CONSTRUCTION AND SUPPLIERS,11-Aug-2025 10:00 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Aug-2025 10:46 AM,02-Sep-2025,"INR 4,836,828.687",120.0,OM PRAKASH VERMA,03-Sep-2025 11:40 AM,durjandos.pdf (457.00 KB),Detail attached,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5416328,Jagat Construction,11-Aug-2025 11:53 AM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 02:03 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5414005,M/S. DURJAN CONTRATOR,10-Aug-2025 04:32 PM,Accepted-AOC,Technically qualified and quoted lowest amount,03-Sep-2025 11:41 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5412860,M/S K.K. TRADERS,09-Aug-2025 02:44 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 02:03 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5415461,M/S MAHAJAN CONSTRUCTION AND SUPPLIER,11-Aug-2025 02:11 AM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 02:03 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5416496,M/S S K ENTERPRISES,11-Aug-2025 12:01 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Aug-2025 10:46 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5415073,M/S SURENDRA TRADERS,10-Aug-2025 04:23 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 02:03 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5409880,M/S Sushila Enterprises,10-Aug-2025 09:01 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 02:03 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5412849,SHIVENDRA CNSTRUCTION,10-Aug-2025 02:36 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 02:03 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5414913,SHIV SUNDER CONSTRUCTION & CONSULTANTS PVT LTD,10-Aug-2025 04:54 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Aug-2025 02:03 PM,,,,,,,,AOC
