S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
1.0,5414717.0,M/S M.K. ENTERPRISES,INR,"1,376,000",U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell East)||Superintending Engineer (Tubewell) Gorakhpur||Executive Engineer(LID) Gorakhpur,2025_UPIDM_1061501_1,876/EE-LID GKP/23/07/2025/26-27,"NABARD Funded Modernization of Ch. Charan Singh Gola Pump Canal, Dist- Gorakhpur",1,5414717,M/S M.K. ENTERPRISES,11-Aug-2025 04:50 PM,Accepted-AOC,L1,26-Sep-2025 06:18 PM,26-Sep-2025,"INR 1,376,000",90.0,Nishant Sahay,26-Sep-2025 06:18 PM,876A.pdf (450.00 KB),L1,EE LID GORAKHPUR,Internal,,Nishant Sahay,18-Aug-2025 06:33 PM,18-Aug-2025 06:45 PM,techsummary_1934102.pdf (340.63 KB),Finance,financial evaluation,Nishant Sahay,19-Aug-2025 03:29 PM,finance_1934102.pdf,BOQ Comparative Chart,EE LID GORAKHPUR,Internal,,Nishant Sahay,26-Sep-2025 06:16 PM,finsummary_1934102.pdf (450.14 KB),Technical,technical evaluation,Nishant Sahay,18-Aug-2025 06:04 PM,technical_1934102.pdf,AOC,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell East)||Superintending Engineer (Tubewell) Gorakhpur||Executive Engineer(LID) Gorakhpur,876/EE-LID GKP/23/07/2025/26-27,2025_UPIDM_1061501_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EE LID GORAKHPUR,OFFICE EE LID GORAKHPUR,1.0,DATE AND T/C,Date,,"NABARD Funded Modernization of Ch. Charan Singh Gola Pump Canal, Dist- Gorakhpur","Providing and fixing of outdoor type heat shrinkable, end termination kit suitable for following cable size XLPE (E) insulated armoured aluminum conductor cable and making termination, connection with overhead conductor, testing AND commissioning et",Please refer Tender documents. ,NA ,"17,15,000",Miscellaneous Works,NA ,Tender,90.0,90.0,GORAKHPUR,273001.0,NA ,NA ,NA ,OFFICE EE LID GORAKHPUR,No ,No,854.0,Nil,Nil,No,1.0,SBI Bank,31-Jul-2025 12:00 PM,12-Aug-2025 03:00 PM,31-Jul-2025 12:00 PM,12-Aug-2025 12:00 PM,NA ,NA ,31-Jul-2025 12:00 PM,12-Aug-2025 12:00 PM,18-Aug-2025 06:45 PM,"34,300",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL,AOC
,,,,,,,,,2,5415572,M/s Suvidha Enterprises,11-Aug-2025 10:59 PM,Rejected-Finance,L3,26-Sep-2025 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,TECHNICAL BID,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,AOC
,,,,,,,,,3,5421102,ROLI RANGOLI TRADERS,12-Aug-2025 11:24 AM,Rejected-Finance,L2,26-Sep-2025 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5411475,Sarveshwari Electric Works,11-Aug-2025 03:37 PM,Rejected-Technical,REQUIRED EXEPRIENCE NOT SUFFCIENT,18-Aug-2026 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
