Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
17-Sep-2025,"INR 2,494,723",90.0,Gyanendra Kumar,20-Sep-2025 05:20 PM,138.pdf (314.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,2025_REDUP_1064256_3,689/RED/Tender/2025-26,"Construction of Tin shed in the premises of Shri Nageshwar Nath Dham in Gram Panchayat Patarakala, Block- Kasmanda",1.0,5437055.0,ABS CONSTRUCTION,INR,"2,494,723",1,5437055,ABS CONSTRUCTION,16-Aug-2025 01:42 PM,Accepted-AOC,L1,20-Sep-2025 05:20 PM,Finance,Two bid have been received and send For Financial Evaluation,Gyanendra Kumar,22-Aug-2025 11:07 AM,,BOQ Comparative Chart,Gyanendra Kumar,Internal,,Gyanendra Kumar,20-Aug-2025 04:02 PM,21-Aug-2025 12:30 PM,techsummary_1939446.pdf (322.06 KB),Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,18-Aug-2025 01:54 PM,,Gyanendra Kumar,Internal,,Gyanendra Kumar,25-Aug-2025 03:57 PM,finsummary_1939446.pdf (172.04 KB),AOC,"Construction of Tin shed in the premises of Shri Nageshwar Nath Dham in Gram Panchayat Patarakala, Block- Kasmanda","Construction of Tin shed in the premises of Shri Nageshwar Nath Dham in Gram Panchayat Patarakala, Block- Kasmanda",Please refer Tender documents. ,NA ,"24,94,972",Civil Works,NA ,Tender,90.0,90.0,"Kasmanda, Sitapur.",261001.0,NA ,NA ,NA ,"Office of EE RED, Sitapur.",No ,No,1,Fee/PreQual/Technical,.pdf,Technical,EE RED Sitapur,"Vikas Bhawan, Sitapur","50,000",No,fixed,,Nil,Nil,11-Aug-2025 10:00 AM,18-Aug-2025 12:30 PM,11-Aug-2025 10:00 AM,18-Aug-2025 12:00 PM,NA ,NA ,11-Aug-2025 10:00 AM,18-Aug-2025 12:00 PM,21-Aug-2025 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,689/RED/Tender/2025-26,2025_REDUP_1064256_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,944.0,Nil,Nil,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,2,5437167,SHAKUN CONSTRUCTION,16-Aug-2025 02:10 PM,Rejected-Finance,Higher Rate Quoted,25-Aug-2025 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
