Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC Ghazipur,2025_UPTCL_1020855_1,Short Term E-tender No. 18 ETC-II(VNS)2024-25,WORK,1.0,5106618.0,MAA BARAHI CONSTRUCTION,INR,"138,296",1,5106618,MAA BARAHI CONSTRUCTION,07-Apr-2025 11:01 AM,Accepted-AOC,L-1,24-Sep-2025 12:23 PM,24-Sep-2025,"INR 138,296",90.0,Mithilesh Kumar,24-Sep-2025 12:24 PM,AgNo15.pdf (3688.00 KB),Ag No. 15 ETC-II(VNS)/2025-26,SE,Internal,EE AND ZAO,Mithilesh Kumar,24-Sep-2025 12:20 PM,finsummary_1842248.pdf (3688.30 KB),Technical,Summary,Mithilesh Kumar,06-May-2025 04:18 PM,technical_1842248.pdf,SE,Internal,EE AND ZAO,Mithilesh Kumar,06-May-2025 04:27 PM,06-May-2025 04:30 PM,techsummary_1842248.pdf (316.32 KB),Finance,Summary,Mithilesh Kumar,08-May-2025 10:13 AM,finance_1842248.pdf,BOQ Comparative Chart,AOC,24-Mar-2025 09:00 AM,08-Apr-2025 02:00 PM,24-Mar-2025 09:00 AM,07-Apr-2025 04:00 PM,NA ,NA ,24-Mar-2025 09:00 AM,07-Apr-2025 04:00 PM,06-May-2025 04:30 PM,SE,400 KV S/S SARNATH VARANASI,"2,000",No,fixed,,EE ETD GHAZIPUR,GHAZIPUR,1.0,RTGS - RTGS Payment,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC Ghazipur,Short Term E-tender No. 18 ETC-II(VNS)2024-25,2025_UPTCL_1020855_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Offline,No,No,No,590.0,EE ETD GHAZIPUR,GHAZIPUR,No,WORK,WORK,Please refer Tender documents. ,NA ,"2,10,361",Electrical Works,NA ,Tender,180.0,90.0,Jaunpur,222001.0,NA ,NA ,NA ,400 KV S/S SARNATH VARANASI,No ,No,1.0,Fee/PreQual/Technical,.pdf,Part-1,AOC
,,,,,,,,,2,5106468,MODI POWER CONSTRUCTION,07-Apr-2025 09:59 AM,Rejected-Finance,L-5,24-Sep-2025 12:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Part-2,AOC
,,,,,,,,,3,5106882,M/S PRABHATT ENGINEERING WORKS,07-Apr-2025 12:53 PM,Rejected-Finance,L-2,24-Sep-2025 12:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5106396,Neelkanth Construction,07-Apr-2025 09:05 AM,Rejected-Finance,L-4,24-Sep-2025 12:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5106813,Puja And Sanu Enterprises,07-Apr-2025 12:15 PM,Rejected-Finance,L-3,24-Sep-2025 12:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5107097,R.K. ENTERPRISES,07-Apr-2025 02:40 PM,Rejected-Finance,L-6,24-Sep-2025 12:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
