Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,"23,300",Yes,fixed,,Nil,Nil,Gram Karenti Mallahi Tola men CC Block KUNDA,Gram Karenti Mallahi Tola men CC Block KUNDA,As per NIT ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Pratapgarh,230001.0,NA ,NA ,NA ,RED Pratapgarh,No ,No,900.0,Nil,Nil,No,18-Aug-2025 10:30 AM,23-Aug-2025 03:00 PM,18-Aug-2025 11:00 AM,23-Aug-2025 12:00 PM,NA ,NA ,18-Aug-2025 11:00 AM,23-Aug-2025 12:00 PM,01-Sep-2025 12:40 PM,EE RED Pratapgarh,EE RED Pratapgarh,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE PRATAPGARH,27/Gr.a.vi./Etender/25-26,2025_REDUP_1066193_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Er.Sujeet Rai,Internal,R C Mauray AE Manoj Kr. Mishra DAO,SUJEET RAI,01-Sep-2025 12:37 PM,01-Sep-2025 12:40 PM,techsummary_1943768.pdf (498.08 KB),Finance,,SUJEET RAI,03-Sep-2025 11:29 AM,,BOQ Comparative Chart,Er.Sujeet kr Rai,Internal,"Manoj Mishra DAO, RC Mauruya AE",SUJEET RAI,09-Sep-2025 12:28 PM,finsummary_1943768.pdf (624.61 KB),Technical,,SUJEET RAI,01-Sep-2025 12:12 PM,,1.0,5469125.0,ARJUN SINGH CONTRATOR,INR,"1,158,902.507",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE PRATAPGARH,2025_REDUP_1066193_1,27/Gr.a.vi./Etender/25-26,Gram Karenti Mallahi Tola men CC Block KUNDA,1,5469125,ARJUN SINGH CONTRATOR,21-Aug-2025 03:00 PM,Accepted-AOC,AOC,09-Sep-2025 12:30 PM,09-Sep-2025,"INR 1,158,902.507",90.0,SUJEET RAI,09-Sep-2025 12:30 PM,KrentiAOC.pdf (625.00 KB),AOC,AOC
2,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5469190,M/S RAJESH KUMAR MISHRA,21-Aug-2025 03:14 PM,Rejected-Finance,,09-Sep-2025 12:28 PM,,,,,,,,AOC
