S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,SBI Bank,06-May-2025 10:00 AM,13-May-2025 11:30 AM,06-May-2025 10:00 AM,13-May-2025 11:00 AM,NA ,NA ,06-May-2025 10:00 AM,13-May-2025 11:00 AM,20-May-2025 11:30 AM,Earth work in clearance of Sukhani Drain in between km. 2.500 to km. 29.800,Earth work in clearance of Sukhani Drain in between km. 2.500 to km. 29.800,Please refer Tender documents. ,NA ,"25,84,000",Civil Works,NA ,Rate Contract,90.0,20.0,ee id shardanagar lakhimpur kheri,262726.0,NA ,NA ,NA ,ee id shardanagar lakhimpur kheri,No ,No,306.0,Nil,Nil,No,ee id shardanagar lakhimpur kheri,ee id shardanagar lakhimpur kheri,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XII Circle Irrigation Works, Lucknow||IDSN, lakhimpur khiri",02/EE/2025-26,2025_UPIDC_1036289_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,tender document,"52,000",No,fixed,,Nil,Nil,AOC,Technical,technical,Shobhit Kumar Kushwaha,17-May-2025 10:52 PM,,ee id shardanagar Lakhimpur-kheri,Internal,ee id shardanagar Lakhimpur-kheri ee id lucknow,Shobhit Kumar Kushwaha,21-May-2025 12:26 PM,finsummary_1877557.pdf (2368.62 KB),Finance,fin,Shobhit Kumar Kushwaha,20-May-2025 12:17 PM,,BOQ Comparative Chart,ee id shardanagar Lakhimpur-kheri,Internal,ee id shardanagar Lakhimpur-kheri ee id Lucknow,Shobhit Kumar Kushwaha,17-May-2025 10:55 PM,20-May-2025 11:30 AM,techsummary_1877557.pdf (2368.62 KB),28-May-2025,"INR 2,585,000",20.0,Karan Pal,16-Sep-2025 01:06 PM,04.pdf (557.00 KB),aoc,1,5181290,Jagat Construction,12-May-2025 11:27 AM,Accepted-AOC,required paper submitted,16-Sep-2025 01:07 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XII Circle Irrigation Works, Lucknow||IDSN, lakhimpur khiri",2025_UPIDC_1036289_5,02/EE/2025-26,Earth work in clearance of Sukhani Drain in between km. 2.500 to km. 29.800,1.0,5181290.0,Jagat Construction,INR,"1,377,133.42",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5183349,M/S SHRI RAM SINGH,12-May-2025 05:59 PM,Rejected-Technical,Required paper not submitted,17-May-2025 10:55 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5183296,SUSHIL KUMAR CONTRACTOR,12-May-2025 05:10 PM,Rejected-Finance,due to higher rates,21-May-2025 12:26 PM,,,,,,,,,,AOC
