S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,5410931.0,M/S BALAJI CONSTRUCTIONS,INR,"987,943.78",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Lucknow II,2025_SCIDC_1062493_8,155/E.E/LKO-I/E-TEN/2025-26,Eldeco Udyan 2 Ke Piche Sharda Nagar Bheemrav Ambedkar University Mein Shri Upendra Singh urf Mintu Singh Ji Ke Ghar Se Swami Vivekanand Mahila Mahavidyalay gate number 1 Tak interlocking Road AVN Nali Nirman Karya(Sansad Nidhi work),1.0,5411094.0,MALTI ASSOCIATES,08-Aug-2025 08:38 AM,Rejected-Finance,Quoted Amount Rate in high,18-Aug-2025 10:21 AM,18-Aug-2025,"INR 988,438",90.0,Babu Ram,18-Sep-2025 02:56 PM,Rs988.pdf (728.00 KB),Attached,Shri Babu Ram,Internal,Attached,Babu Ram,18-Aug-2025 10:21 AM,finsummary_1936015.pdf (655.17 KB),Technical,Attached,Babu Ram,12-Aug-2025 12:38 PM,technical_1936015.pdf,Shri Babu Ram,Internal,Attached,Babu Ram,12-Aug-2025 12:46 PM,12-Aug-2025 12:50 PM,techsummary_1936015.pdf (815.17 KB),Finance,Attached,Babu Ram,18-Aug-2025 10:19 AM,finance_1936015.pdf,BOQ Comparative Chart,AOC,"1,065",UPSCIDCOLTD,Lucknow,No,"20,000",No,fixed,,UPSCIDCOLTD,Lucknow,1.0,Fee/PreQual/Technical,.pdf,Tender fee Emd and Document,Eldeco Udyan 2 Ke Piche Sharda Nagar Bheemrav Ambedkar University Mein Shri Upendra Singh urf Mintu Singh Ji Ke Ghar Se Swami Vivekanand Mahila Mahavidyalay gate number 1 Tak interlocking Road AVN Nali Nirman Karya(Sansad Nidhi work),Eldeco Udyan 2 Ke Piche Sharda Nagar Bheemrav Ambedkar University Mein Shri Upendra Singh urf Mintu Singh Ji Ke Ghar Se Swami Vivekanand Mahila Mahavidyalay gate number 1 Tak interlocking Road AVN Nali Nirman Karya(Sansad Nidhi work),Eldeco Udyan 2 Ke Piche Sharda Nagar Bheemrav Ambedkar University Mein Shri Upendra Singh urf Mintu Singh Ji Ke Ghar Se Swami Vivekanand Mahila Mahavidyalay gate number 1 Tak interlocking Road AVN Nali Nirman Karya(Sansad Nidhi work) ,NA ,,Civil Works - Roads,NA ,Tender,90.0,90.0,Lucknow,226016.0,NA ,NA ,NA ,"Lekhraj Market-1st, IIIrd floor Indira Nagar LKO",No ,No,"Executive Engineer, UPSCIDCO Lucknow","UPSCIDCO, Lekhraj Market-1st, IIIrd floor Indira Nagar Lucknow.",1,DD - Demand Draft,02-Aug-2025 06:00 PM,08-Aug-2025 01:00 PM,02-Aug-2025 06:00 PM,08-Aug-2025 12:00 PM,NA ,NA ,02-Aug-2025 06:00 PM,08-Aug-2025 12:00 PM,12-Aug-2025 12:50 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Lucknow II,155/E.E/LKO-I/E-TEN/2025-26,2025_SCIDC_1062493_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,2.0,5410931.0,M/S BALAJI CONSTRUCTIONS,08-Aug-2025 12:53 AM,Accepted-AOC,Accepted Lowest Rate,18-Sep-2025 02:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,AOC
