Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
28-May-2025,"INR 795,000",15.0,Karan Pal,16-Sep-2025 01:26 PM,09.pdf (642.00 KB),aoc,Technical,technical,Shobhit Kumar Kushwaha,17-May-2025 11:51 PM,,ee id shardanagar Lakhimpur-kheri,Internal,ee id shardanagar Lakhimpur-kheri ee id Sitapur,Shobhit Kumar Kushwaha,18-May-2025 12:14 AM,20-May-2025 11:30 AM,techsummary_1877631.pdf (2368.62 KB),EE id shardanagar Lakhimpur kheri,Internal,EE id shardanagar Lakhimpur kheri ee id sitapur,Shobhit Kumar Kushwaha,21-May-2025 01:13 PM,finsummary_1877631.pdf (2368.62 KB),Finance,fin,Shobhit Kumar Kushwaha,20-May-2025 01:25 PM,,BOQ Comparative Chart,1.0,5183721.0,M/s Vimla Verma,INR,"397,320",1,5184075,IKRAR KHAN,12-May-2025 11:27 PM,Rejected-Finance,due to higher rates,21-May-2025 01:13 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XII Circle Irrigation Works, Lucknow||IDSN, lakhimpur khiri",2025_UPIDC_1036289_11,02/EE/2025-26,Earth work in clearance of Dilrajnagar Drain in between km. 0.000 to km. 5.575,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XII Circle Irrigation Works, Lucknow||IDSN, lakhimpur khiri",02/EE/2025-26,2025_UPIDC_1036289_11,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,ee id shardanagar lakhimpur kheri,ee id shardanagar lakhimpur kheri,06-May-2025 10:00 AM,13-May-2025 11:30 AM,06-May-2025 10:00 AM,13-May-2025 11:00 AM,NA ,NA ,06-May-2025 10:00 AM,13-May-2025 11:00 AM,20-May-2025 11:30 AM,Earth work in clearance of Dilrajnagar Drain in between km. 0.000 to km. 5.575,Earth work in clearance of Dilrajnagar Drain in between km. 0.000 to km. 5.575,Please refer Tender documents. ,NA ,"7,95,000",Civil Works,NA ,Rate Contract,90.0,15.0,ee id shardanagar lakhimpur kheri,262726.0,NA ,NA ,NA ,ee id shardanagar lakhimpur kheri,No ,No,280.0,Nil,Nil,No,"16,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,tender document,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5183729,M/S SHRI RAM SINGH,12-May-2025 09:17 PM,Rejected-Technical,Required paper not submitted,18-May-2025 12:14 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5184375,M/S Singh Construction,13-May-2025 10:27 AM,Rejected-Finance,due to higher rates,21-May-2025 01:13 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5183721,M/s Vimla Verma,13-May-2025 12:39 AM,Accepted-AOC,required paper submitted,16-Sep-2025 01:26 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5181600,SUSHIL KUMAR CONTRACTOR,12-May-2025 10:42 PM,Rejected-Finance,due to higher rates,21-May-2025 01:13 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
