Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
03-Jul-2025,"INR 2,744,779.87",120.0,RAJENDRA SINGH BHATI,12-Sep-2025 03:08 PM,aoc1065_9.pdf (1093.00 KB),aOC,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1038978_9,YEA/GM(PROJECT)/2025/1065 DT-09/05/2025,"Pond Rejunvenation in village- Ahmadpur choroli (pond no.3),YEA WC-06",1.0,5210198.0,ROYAL CONSTRUCTION CO.,INR,"2,744,779.87",1.0,5195676.0,M/S VIPIN PRAKASH CONTRACTOR,17-May-2025 12:57 PM,Rejected-Finance,L3,03-Jul-2025 03:41 PM,Finance,EVALUATION,BHARAM PAL SINGH,03-Jul-2025 03:37 PM,,BOQ Comparative Chart,Committee,Internal,Committee,BHARAM PAL SINGH,01-Jul-2025 11:24 AM,01-Jul-2025 01:00 PM,techsummary_1884175.pdf (597.48 KB),Technical,UNDER EVALUATION,BHARAM PAL SINGH,01-Jul-2025 10:53 AM,,Committee,Internal,Committee,BHARAM PAL SINGH,03-Jul-2025 03:41 PM,finsummary_1884175.pdf (476.36 KB),AOC,1.0,SBI Bank,"Pond Rejunvenation in village- Ahmadpur choroli (pond no.3),YEA WC-06","Pond Rejunvenation in village- Ahmadpur choroli (pond no.3),YEA WC-06",Please refer Tender documents. ,NA ,"44,77,618",Civil Works,NA ,Tender,90.0,120.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YEIDA 2nd FLOOR TENDER CELL,No ,No,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC","89,600",No,fixed,,Nil,Nil,GM P,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,14-May-2025 06:55 PM,27-May-2025 11:00 AM,14-May-2025 06:55 PM,23-May-2025 05:00 PM,NA ,NA ,14-May-2025 06:55 PM,23-May-2025 05:00 PM,01-Jul-2025 01:00 PM,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/1065 DT-09/05/2025,2025_YEIDA_1038978_9,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"1,040",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,2.0,5207671.0,PITAMBARA ASSOCIATE,22-May-2025 01:10 PM,Rejected-Finance,L2,03-Jul-2025 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,5210198.0,ROYAL CONSTRUCTION CO.,23-May-2025 01:14 PM,Accepted-AOC,L1,12-Sep-2025 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
