Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
24-Sep-2025,"INR 2,716,635.96",90.0,SHAILENDRA PRASAD,24-Sep-2025 04:14 PM,1213.pdf (586.00 KB),Technical,Admitted,SHAILENDRA PRASAD,10-Jul-2025 04:06 PM,,EE,Internal,,SHAILENDRA PRASAD,10-Jul-2025 05:48 PM,11-Jul-2025 12:00 PM,techsummary_1901292.pdf (425.71 KB),1.0,5302958.0,M/S ARVIND SINGH CONTRACTOR,INR,"2,716,635.96",Finance,Admitted,Pankaj Rai,11-Jul-2025 02:54 PM,,BOQ Comparative Chart,EE,Internal,,Rajesh Kumar Yadav,22-Jul-2025 05:29 PM,finsummary_1901292.pdf (111.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2025_REDUP_1046714_27,243 Date 26-04-2025,"Gram Sabha Saraiya No-2 me Link Road se Omprakash , Mitthu , Biraju rajbhar ke ghar hote huye Link Road tak Sadak Nirman karya.",1,5302958,M/S ARVIND SINGH CONTRACTOR,09-Jul-2025 01:18 AM,Accepted-AOC,L1,24-Sep-2025 04:14 PM,AOC,1,Fee/PreQual/Technical,.pdf,Tender doc,"2,354",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,243 Date 26-04-2025,2025_REDUP_1046714_27,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Gram Sabha Saraiya No-2 me Link Road se Omprakash , Mitthu , Biraju rajbhar ke ghar hote huye Link Road tak Sadak Nirman karya.","Gram Sabha Saraiya No-2 me Link Road se Omprakash , Mitthu , Biraju rajbhar ke ghar hote huye Link Road tak Sadak Nirman karya.",Please refer Tender documents. ,NA ,"27,18,000",Civil Works,NA ,Tender,90.0,90.0,Vikash Bhavan Varanasi,221002.0,NA ,NA ,NA ,Vikash Bhavan Varanasi,No ,No,EE RED,Vikash Bhavan Varanasi,09-Jun-2025 12:00 PM,09-Jul-2025 12:30 PM,09-Jun-2025 12:00 PM,09-Jul-2025 12:00 PM,NA ,NA ,09-Jun-2025 12:00 PM,09-Jul-2025 12:00 PM,11-Jul-2025 12:00 PM,1.0,SBI Bank,"54,360",Yes,percentage,2.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5302244,NEETU CONSTRUCTION,08-Jul-2025 11:51 PM,Rejected-Finance,L2,22-Jul-2025 05:29 PM,AOC,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
