Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EE RED MEERUT,2ND FLOOR VIKAS BHAWAN MEERUT,1.0,SBI Bank,Ward 2 Ganga Colony phase 2 mein main gate se lekar Kuldeep ke Makan Tak sadak vah nali Nirman karya,Ward 2 Ganga Colony phase 2 mein main gate se lekar Kuldeep ke Makan Tak sadak vah nali Nirman karya,Please refer Tender documents. ,NA ,"21,16,000",Civil Works,NA ,Tender,90.0,90.0,MEERUT,250003.0,NA ,NA ,NA ,EE RED MEERUT,No ,No,"43,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,documents,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE MEERUT,944/RED/Tender/bond clerk/25-26,2025_REDUP_1065399_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,14-Aug-2025 10:00 AM,23-Aug-2025 12:30 PM,14-Aug-2025 10:00 AM,22-Aug-2025 12:00 PM,NA ,NA ,14-Aug-2025 10:00 AM,22-Aug-2025 12:00 PM,01-Sep-2025 12:00 PM,944.0,Nil,Nil,No,AOC,E E RED MRT,Internal,,SHUBHAM PARLE,26-Aug-2025 03:25 PM,01-Sep-2025 12:00 PM,techsummary_1942118.pdf (463.58 KB),Finance,financial bid open,SHUBHAM PARLE,02-Sep-2025 03:44 PM,finance_1942118.pdf,BOQ Comparative Chart,E E RED MRT,Internal,,SHUBHAM PARLE,30-Sep-2025 10:46 AM,finsummary_1942118.pdf (1071.24 KB),Technical,technical bid open,SHUBHAM PARLE,26-Aug-2025 03:17 PM,technical_1942118.pdf,1,5465081,JMD CONTRACTORS,20-Aug-2025 06:29 PM,Rejected-Finance,HIGH PERCENTAGE,30-Sep-2025 10:46 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE MEERUT,2025_REDUP_1065399_1,944/RED/Tender/bond clerk/25-26,Ward 2 Ganga Colony phase 2 mein main gate se lekar Kuldeep ke Makan Tak sadak vah nali Nirman karya,1.0,5457111.0,r s construction co,INR,"2,494,749",30-Sep-2025,"INR 2,494,749",90.0,SHUBHAM PARLE,30-Sep-2025 10:49 AM,gangacolony.pdf (1071.00 KB),BOND WITH R.S. CONSTRUCTION,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5457111,r s construction co,21-Aug-2025 10:31 AM,Accepted-AOC,L1 BIDDER,30-Sep-2025 10:50 AM,,,,,,,,,,,,,,,,,AOC
