Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,Fee/PreQual/Technical,.pdf,Tender Notice,14-Jul-2025 02:00 PM,24-Jul-2025 11:00 AM,14-Jul-2025 02:30 PM,24-Jul-2025 10:00 AM,NA ,NA ,14-Jul-2025 03:30 PM,24-Jul-2025 10:00 AM,31-Jul-2025 06:15 PM,1.0,RTGS - RTGS Payment,"CONSTRUCTION OF C.C. ROAD IN VILLAGE KASOUR, BLOCK-KIRATPUR, DISTRICT- BIJNOR. (EKIKRIT YOJNA)","CONSTRUCTION OF C.C. ROAD IN VILLAGE KASOUR, BLOCK-KIRATPUR, DISTRICT- BIJNOR. (EKIKRIT YOJNA)",Please refer Tender documents. ,NA ,"38,14,309",Civil Works - Roads,NA ,Tender,60.0,120.0,BIJNOR,246701.0,NA ,NA ,NA ,"E.E. OFFICE , UPSCIDCO, MORADABAD",No ,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,005/E.E./BJR. /2025-26 Dt. 14-07-2025,2025_SCIDC_1056899_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,652",U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,No,"77,000",No,fixed,,U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,"E.E., UPSCIDCO, BIJNOR","E.E. OFFICE, UP STATE CONSTRUCTION AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD., SAMAJ KALYAN CAMPUS, KANTH ROAD, MORADABAD",AOC,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,31-Jul-2025 06:05 PM,31-Jul-2025 06:15 PM,techsummary_1923526.pdf (197.41 KB),Finance,FINANCIAL REPORT,Avdhesh kumar Verma,08-Aug-2025 03:34 PM,finance_1923526.pdf,BOQ Comparative Chart,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,08-Aug-2025 03:40 PM,finsummary_1923526.pdf (209.44 KB),Technical,TECHNICAL REPORT,Avdhesh kumar Verma,31-Jul-2025 05:57 PM,technical_1923526.pdf,1,5369794,M/S BHARGAV CONTRACTORS,24-Jul-2025 09:40 AM,Rejected-Finance,AMOUNT IS HIGH,08-Aug-2025 03:40 PM,1.0,5355275.0,VINEET KUMAR,INR,"3,794,856.02",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,2025_SCIDC_1056899_1,005/E.E./BJR. /2025-26 Dt. 14-07-2025,"CONSTRUCTION OF C.C. ROAD IN VILLAGE KASOUR, BLOCK-KIRATPUR, DISTRICT- BIJNOR. (EKIKRIT YOJNA)",14-Aug-2025,"INR 3,814,309",120.0,Avdhesh kumar Verma,10-Sep-2025 12:14 PM,05NIT21WOBJR.pdf (317.00 KB),LOI OF WORK,AOC
2,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5355275,VINEET KUMAR,21-Jul-2025 07:05 PM,Accepted-AOC,AMOUNT IS LOWEST,10-Sep-2025 12:15 PM,,,,,,,,,,,,,,,,,AOC
