S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Janpad Unnao ke Vibhinn Vikash Khando me Sthith 102 Aganbani Kendro me Water Harvesting Ka Nirman karye(Vikas Khand Nawabganj Hasanganj S Sarousi Sikanderpur Karan Purwa Gangmuradabad Auras Bicchiya Safipur Asoha Hilluli Miyanganj Sumepur f84 etc,Janpad Unnao ke Vibhinn Vikash Khando me Sthith 102 Aganbani Kendro me Water Harvesting Ka Nirman karye(Vikas Khand Nawabganj Hasanganj S Sarousi Sikanderpur Karan Purwa Gangmuradabad Auras Bicchiya Safipur Asoha Hilluli Miyanganj Sumepur f84 etc,Plz Refer Doc ,NA ,"14,56,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED UNNAO,No ,No,Er Narendra Chaudhary,Vikash Bhawan,"1,000",Nil,Nil,No,"29,100",Yes,fixed,,Nil,Nil,25-Aug-2025 05:00 PM,04-Sep-2025 12:30 PM,25-Aug-2026 11:47 AM,04-Sep-2025 12:00 PM,NA ,NA ,25-Aug-2025 05:00 PM,04-Sep-2025 12:00 PM,09-Sep-2025 03:40 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,993/RED/TENDER/Unnao/25-26 Dt- 13-08-2025,2025_REDUP_1068365_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Er Narendra Chaudhary,Internal,,Narendra chaudhary,09-Sep-2025 03:37 PM,09-Sep-2025 03:40 PM,techsummary_1948961.pdf (636.64 KB),Finance,Summary,Narendra chaudhary,25-Sep-2025 12:26 PM,finance_1948961.pdf,BOQ Comparative Chart,Er Narendra Chaudhary,Internal,,Narendra chaudhary,25-Sep-2025 12:30 PM,finsummary_1948961.pdf (857.29 KB),Technical,summary,Narendra chaudhary,09-Sep-2025 03:32 PM,technical_1948961.pdf,1,5514329,MS BABA SATYA NARAYAN BUILDER,02-Sep-2025 07:11 PM,Accepted-AOC,l1,25-Sep-2025 12:43 PM,1.0,5514329.0,MS BABA SATYA NARAYAN BUILDER,INR,"1,455,693.82",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2025_REDUP_1068365_1,993/RED/TENDER/Unnao/25-26 Dt- 13-08-2025,Janpad Unnao ke Vibhinn Vikash Khando me Sthith 102 Aganbani Kendro me Water Harvesting Ka Nirman karye(Vikas Khand Nawabganj Hasanganj S Sarousi Sikanderpur Karan Purwa Gangmuradabad Auras Bicchiya Safipur Asoha Hilluli Miyanganj Sumepur f84 etc,25-Sep-2025,"INR 1,455,693.82",90.0,Narendra chaudhary,25-Sep-2025 12:43 PM,Waterharvesting01.pdf (857.00 KB),l1,AOC
,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5514230,Shri Ganga Krishna Mishra,02-Sep-2025 06:58 PM,Rejected-AOC,l2,25-Sep-2025 12:43 PM,,,,,,,,,,,,,,,,,AOC
