Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage
04-Mar-2025,"INR 5,705,393.65",244.0,Rakesh Kumar Chaurasia,24-Sep-2025 04:08 PM,WorkOrderDORMITORYBIJNOREECopySigned.pdf (1103.00 KB),Tender Awarded,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,2025_UPRNS_1007063_1,32/E-TENDER/MEERUT-ZONE/24-25 DATED 10-02-2025,PROPOSED CONSTRUCTION OF DORMITORY(16 NOS CAPACITY) AT DISTRICT JAIL BIJNOR IN DISTT. BIJNOR.,1.0,4988543.0,GYANENDRA CHAUDHARY,INR,"5,705,393.65",1,4988543,GYANENDRA CHAUDHARY,23-Feb-2025 11:48 AM,Accepted-AOC,L-1,24-Sep-2025 04:08 PM,Technical,Technical Opened by Tender Committee,Rakesh Kumar Chaurasia,03-Mar-2025 06:34 PM,technical_1803678.pdf,"Rakesh Kumar Chaurasia, SE",Internal,"Sanjeev Kumar Singh EE, Yogendra Bahadur Singh EE, Rohit Kumar Gautam AE, Anil Kumar JE, Shaurya Pratap Singh Assistant Accountant",Rakesh Kumar Chaurasia,04-Mar-2025 04:05 PM,finsummary_1803678.pdf (366.60 KB),Finance,Financial Opened by Tender Committee,Rakesh Kumar Chaurasia,04-Mar-2025 04:01 PM,finance_1803678.pdf,BOQ Comparative Chart,"Rakesh Kumar Chaurasia, SE",Internal,"Sanjeev Kumar Singh EE, Yogendra Bahadur Singh EE, Rohit Kumar Gautam AE, Anil Kumar JE, Shaurya Pratap Singh Assistant Accountant",Rakesh Kumar Chaurasia,03-Mar-2025 06:37 PM,03-Mar-2025 06:50 PM,techsummary_1803678.pdf (732.14 KB),AOC,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,32/E-TENDER/MEERUT-ZONE/24-25 DATED 10-02-2025,2025_UPRNS_1007063_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,14,200",No,fixed,,EE UPRNSS,BIJNORE,1,Fee/PreQual/Technical,.pdf,Technical,"1,947",EE UPRNSS,BIJNORE,No,"Rakesh Kumar Chaurasia, SE","Office of SE, 41 Basant Vihar, Kila Road, Meerut",PROPOSED CONSTRUCTION OF DORMITORY(16 NOS CAPACITY) AT DISTRICT JAIL BIJNOR IN DISTT. BIJNOR.,PROPOSED CONSTRUCTION OF DORMITORY(16 NOS CAPACITY) AT DISTRICT JAIL BIJNOR IN DISTT. BIJNOR.,Please refer Tender documents. ,NA ,"57,08,248",Civil Works - Buildings,NA ,Tender,90.0,244.0,BIJNOR,246701.0,NA ,NA ,NA ,MEERUT,No ,No,15-Feb-2025 06:15 PM,28-Feb-2025 02:00 PM,15-Feb-2025 06:15 PM,28-Feb-2025 02:00 PM,NA ,NA ,15-Feb-2025 06:15 PM,28-Feb-2025 02:00 PM,03-Mar-2025 06:50 PM,1,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,2,5005471,M/S MORADABAD CONSTRUCTION AND ELECTRIFICATION,27-Feb-2025 06:31 PM,Rejected-Finance,Quoted Rates Are Higher,04-Mar-2025 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,AOC
