S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
1.0,5289761.0,M/S New Sharma Electricals,INR,"156,000",UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC-II Allahabad,2025_UPTCL_1043417_1,13/ETC-II(P)/ 2025-2026,13/ETC-II(P)/ 2025-2026,1,5242367,alfa engineering,04-Jul-2025 02:18 PM,Rejected-AOC,L2,02-Sep-2025 05:43 PM,02-Sep-2025,"INR 156,000",60.0,GYANENDRA KUMAR,02-Sep-2025 05:43 PM,T13.pdf (2986.00 KB),"Providing fixing of 33 KV Over current and earth fault relay at 220 KV SS Cantt, Prayagraj under ETD-II, Prayagraj.",Superintending Engineer,Internal,E.E. AND S.AO.,GYANENDRA KUMAR,07-Jul-2025 04:50 PM,finsummary_1893472.pdf (34.27 KB),Technical,PART Ist HAS BEEN OPENED OF E-T-NO. 13,GYANENDRA KUMAR,07-Jul-2025 03:02 PM,technical_1893472.pdf,Superintending Engineer,Internal,E.E. AND S.A.O.,GYANENDRA KUMAR,07-Jul-2025 03:05 PM,07-Jul-2025 03:30 PM,techsummary_1893472.pdf (34.27 KB),Finance,PART IInd HAS BEEN OPENED OF E-T-NO. 13,GYANENDRA KUMAR,07-Jul-2025 04:48 PM,finance_1893472.pdf,BOQ Comparative Chart,AOC,"1,400",No,fixed,,Executive Engineer Electy. Trans. Div. Naini Alld.,PRAYAGRAJ,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC-II Allahabad,13/ETC-II(P)/ 2025-2026,2025_UPTCL_1043417_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Superintending Engineer,"Superintending Engineer, Electricity Transmission Circle-II, U.P. Power Transmission Corporation Ltd. 57- George Town, Prayagraj.",1.0,RTGS - RTGS Payment,28-May-2025 10:00 AM,05-Jul-2025 01:00 PM,28-May-2025 10:00 AM,04-Jul-2025 05:00 PM,NA ,NA ,28-May-2025 10:00 AM,04-Jul-2025 05:00 PM,07-Jul-2025 03:30 PM,13/ETC-II(P)/ 2025-2026,13/ETC-II(P)/ 2025-2026,Please refer Tender documents. ,NA ,"1,38,000",Electrical Works,NA ,Tender,120.0,60.0,"220 KV S/S,CANTT , PRAYAGRAJ",211001.0,NA ,NA ,NA ,Prayagraj,No ,No,590.0,Executive Engineer Electy. Trans. Div. Naini Alld.,PRAYAGRAJ,No,1,Fee/PreQual/Technical,.pdf,"Tender cost and E.M.D. RTGS/NEFT slip, Tender document photocopy of Pan card, GSTIN, experience cop",1.0,extension13,Date,,AOC
,,,,,,,,,2,5289761,M/S New Sharma Electricals,04-Jul-2025 03:54 PM,Accepted-AOC,L1,02-Sep-2025 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,AOC
