EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"26,500",No,fixed,,Nil,Nil,Executive Engineer,"Office of the Executive Engineer, R.E.D. Bahraich",21-Jul-2025 12:00 PM,31-Jul-2025 12:30 PM,21-Jul-2025 12:00 PM,30-Jul-2025 12:00 PM,NA ,NA ,21-Jul-2025 12:00 PM,30-Jul-2025 12:00 PM,04-Aug-2025 12:00 PM,788.0,Nil,Nil,No,Gram Panchayat Materakala me Mohanlal ke hata se Bhailalpurwa tak kharanja road nirman karya-Shivpur_4,Gram Panchayat Materakala me Mohanlal ke hata se Bhailalpurwa tak kharanja road nirman karya-Shivpur_4,Please refer Tender documents. ,NA ,"13,25,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,"Office of the Executive Engineer, R.E.D. Bahraich ","Office of the Executive Engineer, R.E.D. Bahraich ",22-Jul-2025 12:00 PM ,"Office of the Executive Engineer, R.E.D. Bahraich",No ,No,1,Fee/PreQual/Technical,.pdf,Technical bid document,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"364/RED/E-Tender(08)/25-26, Dt. 30.06.2025",2025_REDUP_1058503_4,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,02-Aug-2025 01:12 PM,04-Aug-2025 12:00 PM,techsummary_1926646.pdf (388.31 KB),Finance,Financial bid open,Sujit Kumar Sinha,04-Aug-2025 02:56 PM,finance_1926646.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,04-Aug-2025 03:16 PM,finsummary_1926646.pdf (76.10 KB),Technical,Technical bid open,Sujit Kumar Sinha,31-Jul-2025 01:23 PM,technical_1926646.pdf,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2025_REDUP_1058503_4,"364/RED/E-Tender(08)/25-26, Dt. 30.06.2025",Gram Panchayat Materakala me Mohanlal ke hata se Bhailalpurwa tak kharanja road nirman karya-Shivpur_4,1.0,5383565.0,M/s Sandeep Kumar Agarwal,INR,"1,562,010.39",1,5384856,AHOK KUMAR,29-Jul-2025 04:38 PM,Rejected-Finance,High,04-Aug-2025 03:16 PM,08-Aug-2025,"INR 1,562,010.39",180.0,Sujit Kumar Sinha,11-Sep-2025 03:51 PM,04.pdf (95.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5383565,M/s Sandeep Kumar Agarwal,29-Jul-2025 01:49 PM,Accepted-AOC,AOC,11-Sep-2025 03:51 PM,,,,,,,AOC
