Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
19-Sep-2025,"INR 1,081,885",90.0,BHOOPENDRA PRATAP SINGH,27-Sep-2025 01:36 PM,RudenaGhanghosi.pdf (307.00 KB),Agreement Cost For Construction With GST,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BADAUN,2025_REDUP_1052469_1,430(02)/RED/e-Tender/2025-26 Date 21.06.2025,Interlocking rubber board work in village Rudaina Ghanghosi (Ambiyapur),1.0,5388834.0,M/S BHOORE SINGH THEKEDAR,INR,"916,851.85",1,5388834,M/S BHOORE SINGH THEKEDAR,29-Jul-2025 08:23 PM,Accepted-AOC,Due To Lower Rate,27-Sep-2025 01:36 PM,Finance,Financial bid Opened.,SureshChandra Singh,07-Aug-2025 12:30 PM,,BOQ Comparative Chart,Executive Engineer,Internal,AE and DAO,SureshChandra Singh,02-Aug-2025 06:15 PM,07-Aug-2025 12:00 PM,techsummary_1913651.pdf (352.89 KB),Technical,Technical Bid Opened.,SureshChandra Singh,31-Jul-2025 11:15 AM,,Executive Engineer,Internal,AE and DAO,SureshChandra Singh,08-Aug-2025 04:23 PM,finsummary_1913651.pdf (564.45 KB),AOC,1,Fee/PreQual/Technical,.pdf,Technical,"19,000",Yes,fixed,,Nil,Nil,Interlocking rubber board work in village Rudaina Ghanghosi (Ambiyapur),Interlocking rubber board work in village Rudaina Ghanghosi (Ambiyapur),Please Refer To Tender ,NA ,"9,18,229",Civil Works,NA ,Tender,90.0,90.0,Badaun,243601.0,NA ,NA ,NA ,"RED, Badaun",No ,No,"Executive Engineer, RED, Division Badaun","Office of Executive Engineer, Rural Engineering Department, Division Badaun, Room No. 226, First Floor, Vikas Bhawan, Badaun 243601",766.0,Nil,Nil,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BADAUN,430(02)/RED/e-Tender/2025-26 Date 21.06.2025,2025_REDUP_1052469_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,01-Jul-2025 12:00 PM,30-Jul-2025 04:00 PM,01-Jul-2025 12:00 PM,30-Jul-2025 12:00 PM,NA ,NA ,01-Jul-2025 12:00 PM,30-Jul-2025 12:00 PM,07-Aug-2025 12:00 PM,AOC
,,,,,,,,,,,,,,,,2,5388865,NEM SINGH,29-Jul-2025 08:02 PM,Rejected-Finance,Due To Higher Rate,08-Aug-2025 04:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
