Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Price Bid Summary,Ashish Singh Tomar,21-Jul-2025 03:50 PM,,BOQ Comparative Chart,GM HQ,Internal,AM Manager and AFAO HQ,Ashish Singh Tomar,21-Jul-2025 02:01 PM,21-Jul-2025 02:05 PM,techsummary_1917278.pdf (2236.40 KB),1,5314000,bansal contractor and supplier,11-Jul-2025 01:32 PM,Rejected-Finance,You are second lowest,03-Sep-2025 05:21 PM,03-Sep-2025,"INR 7,080,218.21",485.0,Ashish Singh Tomar,03-Sep-2025 05:24 PM,101_0001.pdf (6389.00 KB),AOC of M/S Maruti Enterprises,1.0,5292087.0,MARUTI ENTERPRISES,INR,"7,080,218.21",DGM,Internal,SM Manager AFAO,Ashish Singh Tomar,03-Sep-2025 05:21 PM,finsummary_1917278.pdf (6389.09 KB),Technical,Technical Bid Summary,Ashish Singh Tomar,14-Jul-2025 01:22 PM,,UP STATE INDUSTRIAL DEVELOPMENT CORPORATION||KANPUR||EE KANPUR,2025_SIDC_1054224_1,ED-II (101) Date 15.05.2025,Supply and installation of decorative pole 120 watt along with 01 years AMC at IA. Site 4 Sahibabad Ghaziabad.,AOC,1.0,RTGS - RTGS Payment,Sr Manager Elect,Office of the Sr Manager Elect ED II UPSIDA TDS City Ghaziabad.,"1,91,000",No,fixed,,Sr Manager,Sr Manager,1,Fee/PreQual/Technical,.pdf,Technical Bid,04-Jul-2025 11:00 AM,14-Jul-2025 11:00 AM,04-Jul-2025 11:00 AM,11-Jul-2025 05:00 PM,NA ,NA ,04-Jul-2025 11:00 AM,11-Jul-2025 05:00 PM,21-Jul-2025 02:05 PM,"3,485",Sr Manager Elect,Sr Manager Elect,No,Supply and installation of decorative pole 120 watt along with 01 years AMC at IA. Site 4 Sahibabad Ghaziabad.,Supply and installation of decorative pole 120 watt along with 01 years AMC at IA. Site 4 Sahibabad Ghaziabad.,As per Technical Bid ,Na ,"80,68,624",Electrical Works,Electrical Works ,Tender,90.0,485.0,Site 4 Sahiababad Ghaziabad,201001.0,NA ,NA ,NA ,TDS City Ghaziabad,No ,No,UP STATE INDUSTRIAL DEVELOPMENT CORPORATION||KANPUR||EE KANPUR,ED-II (101) Date 15.05.2025,2025_SIDC_1054224_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,2,5292087,MARUTI ENTERPRISES,11-Jul-2025 03:25 PM,Accepted-AOC,You are first lowest,03-Sep-2025 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
