Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Tender Stage
18-Sep-2025,"INR 9,129,033.33",240.0,RAJNEESH KUMAR,18-Sep-2025 02:24 PM,Bijna123.pdf (907.00 KB),final,1,5298683,DENESH KUMAR SEHGAL,08-Jul-2025 02:43 PM,Accepted-AOC,y,18-Sep-2025 02:24 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2025_REDUP_1052953_8,97/RED/Tender-BVN Rajyansh/25-26 Dt. 03.05.2025,Gram Vijna Block Bangra Mai Samudayik Bhawan Ka Nirman Karya(Civil Work),1.0,5298683.0,DENESH KUMAR SEHGAL,INR,"9,129,033.33",Technical,final,RAJNEESH KUMAR,08-Aug-2025 02:37 PM,technical_1914647.pdf,Sanjiv Kumar Jain,Internal,SE Jhansi EE Jhansi EE Jalaun DAO Jhansi,RAJNEESH KUMAR,18-Sep-2025 02:21 PM,finsummary_1914647.pdf (906.51 KB),Finance,final,RAJNEESH KUMAR,18-Sep-2025 01:55 PM,finance_1914647.pdf,BOQ Comparative Chart,Sanjiv Kumar Jain,Internal,SE Jhansi EE Jhansi EE Jalaun DAO Jhansi,RAJNEESH KUMAR,08-Aug-2025 02:48 PM,14-Aug-2025 12:30 PM,techsummary_1914647.pdf (651.44 KB),AOC,30-Jun-2025 03:00 PM,14-Jul-2025 03:30 PM,30-Jun-2025 03:00 PM,14-Jul-2025 03:00 PM,NA ,NA ,30-Jun-2025 03:00 PM,14-Jul-2025 03:00 PM,14-Aug-2025 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,97/RED/Tender-BVN Rajyansh/25-26 Dt. 03.05.2025,2025_REDUP_1052953_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Gram Vijna Block Bangra Mai Samudayik Bhawan Ka Nirman Karya(Civil Work),Gram Vijna Block Bangra Mai Samudayik Bhawan Ka Nirman Karya(Civil Work),Please refer Tender documents. ,NA ,"1,10,00,000",Civil Works,NA ,Tender,90.0,240.0,Gram Vijna Block Bangra Mai Samudayik Bhawan Ka Ni,284003.0,NA ,NA ,NA ,SE RED Circle Jhansi,No ,No,SE RED Circle Jhansi,SE RED Circle Jhansi,1.0,date extand,Date,,1,Fee/PreQual/Technical,.pdf,sbd,"2,354",Nil,Nil,No,"2,20,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,AOC
,,,,,,,2,5298780,M/S PUSHPENDRA PALIWAL THEKEDAR,08-Jul-2025 02:52 PM,Rejected-Finance,n,18-Sep-2025 02:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,AOC
