S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,5341905.0,MS D G CONSTRUCTION AND SUPPLIERS,16-Jul-2025 06:57 PM,Rejected-Finance,REJECT,25-Sep-2025 03:23 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,2025_REDUP_1056130_4,265/RED/E-Tender/2025-26 Date 24-06-2025,Block Hathgam Ke Gram Thakurpur Majre Saray Samba Me Ram Kishun Ke Ghar Se Asharam Ke Ghar Tak CC Road Nirman.,1.0,5341863.0,M/S YASH CONTRACTOR AND SUPPLIERS,INR,"1,098,148",25-Sep-2025,"INR 1,098,148",90.0,VIKAS KUREEL,25-Sep-2025 03:31 PM,179.pdf (544.00 KB),"DAO, AE, EE",Internal,,VIKAS KUREEL,25-Sep-2025 03:23 PM,finsummary_1922654.pdf (194.42 KB),Technical,summary,VIKAS KUREEL,23-Jul-2025 12:34 PM,,"DAO, AE, EE",Internal,,VIKAS KUREEL,28-Jul-2025 11:11 AM,28-Jul-2025 12:00 PM,techsummary_1922654.pdf (277.49 KB),Finance,Summary,VIKAS KUREEL,30-Jul-2025 11:58 AM,,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,Block Hathgam Ke Gram Thakurpur Majre Saray Samba Me Ram Kishun Ke Ghar Se Asharam Ke Ghar Tak CC Road Nirman.,Block Hathgam Ke Gram Thakurpur Majre Saray Samba Me Ram Kishun Ke Ghar Se Asharam Ke Ghar Tak CC Road Nirman.,PREFIRED NIT ,NA ,"10,92,000",Civil Works,NA ,Tender,90.0,90.0,FATEHPUR,212601.0,VIKAS BHAWAN FATEHPUR ,VIKAS BHAWAN FATEHPUR ,15-Jul-2025 12:00 PM ,VIKAS BHAWAN FATEHPUR,No ,No,"22,000",Yes,fixed,,Nil,Nil,11-Jul-2025 06:00 PM,18-Jul-2025 11:00 AM,11-Jul-2025 06:00 PM,17-Jul-2025 05:00 PM,NA ,NA ,11-Jul-2025 06:00 PM,17-Jul-2025 05:00 PM,28-Jul-2025 12:00 PM,EE RED FATEHPUR,VIKAS BHAWAN FATEHPUR,765.0,Nil,Nil,Yes,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,265/RED/E-Tender/2025-26 Date 24-06-2025,2025_REDUP_1056130_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
2.0,5341863.0,M/S YASH CONTRACTOR AND SUPPLIERS,17-Jul-2025 11:41 AM,Accepted-AOC,AWARDED,25-Sep-2025 03:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
