Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
23-Sep-2025,"INR 18,840,599.59",365.0,Sujeet Kumar Sinha,23-Sep-2025 09:22 AM,115_2.pdf (661.00 KB),1.0,5286388.0,PRITHVI CONSTRUCTION,INR,"18,840,599.59",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE,2025_REDUP_1053569_2,115/SE RED Devipatan/Bahraich/25-26 Dated 23/06/2025,"Under District Bahraich ,Construction of Road from Km-13 of Bahraich Sitapur road (SH-30B) to village Tezwapur, Lot No 2",1,5286396,BAWANDALY SINGH,07-Jul-2025 03:34 PM,Rejected-Finance,Rejected,23-Sep-2025 09:19 AM,Finance,Summary,Sujeet Kumar Sinha,12-Aug-2025 11:36 AM,,BOQ Comparative Chart,Er Isham Singh CE RED East,Internal,"Er Isham Singh CE RED East, Er S K Sinha SE RED Devipatan Circle Gonda, Er S K Sinha EE RED Bahraich, Er Kamal Kishore EE RED Balrampur, Mt Ankur Mishra DAO RED Bahraich",Sujeet Kumar Sinha,30-Jul-2025 06:17 PM,02-Aug-2025 12:00 PM,techsummary_1915921.pdf (2113.56 KB),Technical,Summary,Sujeet Kumar Sinha,16-Jul-2025 04:17 PM,,"Er S K Sinha SE RED DEVIPATAN CIRCLE, GONDA",Internal,,Sujeet Kumar Sinha,23-Sep-2025 09:19 AM,finsummary_1915921.pdf (661.45 KB),AOC,"5,000",Nil,Nil,No,1.0,SBI Bank,"3,22,360",No,percentage,2.0%,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE,115/SE RED Devipatan/Bahraich/25-26 Dated 23/06/2025,2025_REDUP_1053569_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,02-Jul-2025 02:00 PM,16-Jul-2025 12:30 PM,02-Jul-2025 02:00 PM,15-Jul-2025 12:00 PM,NA ,NA ,02-Jul-2025 02:00 PM,15-Jul-2025 12:00 PM,02-Aug-2025 12:00 PM,"SE RED, Devipatan Circle Gonda","SE RED, Devipatan Circle Gonda, Near SP Awas, Police Line, Gonda","Under District Bahraich ,Construction of Road from Km-13 of Bahraich Sitapur road (SH-30B) to village Tezwapur, Lot No 2","Under District Bahraich ,Construction of Road from Km-13 of Bahraich Sitapur road (SH-30B) to village Tezwapur, Lot No 2",Please refer Tender documents. ,NA ,"1,61,18,000",Civil Works,NA ,Tender,90.0,365.0,Bahraich,271801.0,"SE RED, Devipatan Circle Gonda ","SE RED, Devipatan Circle Gonda, Near SP Awas, Police Line, Gonda  ",07-Jul-2025 11:00 AM ,"SE RED, Devipatan Circle Gonda",No ,No,1,Fee/PreQual/Technical,.pdf,FEES AND TECHNICAL DOCUMENTS,AOC
,,,,,,,,,,,,,,,2,5286388,PRITHVI CONSTRUCTION,07-Jul-2025 03:54 PM,Accepted-AOC,AOC,23-Sep-2025 09:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL DOCUMENTS(BoQ),AOC
