EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"1,78,000",No,fixed,,Nil,Nil,CEO GIDA,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR,Construction of Helipad and Rectroreflective Gate for the arrival of Honorable Chief Minister of UP Goverment in Sector 28 GIDA Gorakhpur,Construction of Helipad and Rectroreflective Gate for the arrival of Honorable Chief Minister of UP Goverment in Sector 28 GIDA Gorakhpur,Please refer Tender documents. ,NA ,"17,71,356",Civil Works,NA ,Tender,90.0,30.0,GIDA GORAKHPUR,273212.0,NA ,NA ,NA ,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR,No ,No,Gorakhpur Industrial Development Authority,2556/GIDA/2025-26 DT. 25.07.2025,2025_UGIDA_1060187_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,770",Nil,Nil,No,1.0,SBI Bank,26-Jul-2025 06:00 PM,01-Aug-2025 04:00 PM,26-Jul-2025 06:00 PM,01-Aug-2025 03:00 PM,NA ,NA ,26-Jul-2025 06:00 PM,01-Aug-2025 03:00 PM,02-Sep-2025 01:40 PM,1.0,Fee/PreQual/Technical,.pdf,NIT,AOC,Technical,bid opened,SURESH YADAV,01-Aug-2025 06:36 PM,,CEO GIDA,Internal,M(CIVIL) OSD GM(F),SURESH YADAV,17-Sep-2025 05:01 PM,finsummary_1930815.pdf (405.19 KB),Finance,bid opened Suss fully,SURESH YADAV,02-Sep-2025 01:49 PM,,BOQ Comparative Chart,CEO GIDA,Internal,SM(CIVIL)GM(/F)ACEO,SURESH YADAV,02-Sep-2025 01:36 PM,02-Sep-2025 01:40 PM,techsummary_1930815.pdf (487.89 KB),17-Sep-2025,"INR 1,663,302.87",30.0,SURESH YADAV,17-Sep-2025 05:25 PM,3484.pdf (405.00 KB),1,5388076,M/S DIGVIJAY SINGH,31-Jul-2025 12:22 PM,Accepted-AOC,L1,17-Sep-2025 05:26 PM,1.0,5388076.0,M/S DIGVIJAY SINGH,INR,"1,663,302.87",Gorakhpur Industrial Development Authority,2025_UGIDA_1060187_1,2556/GIDA/2025-26 DT. 25.07.2025,Construction of Helipad and Rectroreflective Gate for the arrival of Honorable Chief Minister of UP Goverment in Sector 28 GIDA Gorakhpur,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,T1,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5385544,M/S NAV DURGA CONSTRUCTION,31-Jul-2025 04:17 PM,Rejected-Finance,L2,17-Sep-2025 05:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5389023,SHYAM ASSOCIATES,31-Jul-2025 12:11 PM,Rejected-Finance,L3,17-Sep-2025 05:01 PM,,,,,,,,,,AOC
