Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
18-Sep-2025,"INR 3,188,293.65",270.0,BHARAM PAL SINGH,18-Sep-2025 02:47 PM,AOC1034_5.pdf (886.00 KB),AOC,1.0,5135247.0,M/S R.V. CONTRACTOR,INR,"3,188,293.65",Yamuna Expressway Industrial Development Authority,2025_YEIDA_1024013_5,YEA/GM(PROJECT)/2025/1034 DT-28/03/2025,"Pond Rejuvenation in Village- Niloni (shahpur), YEA. WC 06",1.0,5119237.0,M/S ANUSHKA CONSTRUCTION,14-Apr-2025 10:38 AM,Rejected-Finance,L3,28-Aug-2025 03:34 PM,Finance,UNDER EVALUATION,BHARAM PAL SINGH,28-Aug-2025 03:29 PM,,BOQ Comparative Chart,Committee,Internal,Committee,BHARAM PAL SINGH,30-May-2025 10:29 AM,30-May-2025 12:00 PM,techsummary_1851090.pdf (7451.39 KB),Technical,EVALUATION,BHARAM PAL SINGH,30-May-2025 10:23 AM,,Committee,Internal,Committee,BHARAM PAL SINGH,28-Aug-2025 03:34 PM,finsummary_1851090.pdf (46.52 KB),AOC,1.0,DATE,Date,,1.0,SBI Bank,03-Apr-2025 06:55 PM,25-Apr-2025 11:00 AM,03-Apr-2025 06:55 PM,23-Apr-2025 05:00 PM,NA ,NA ,03-Apr-2025 06:55 PM,23-Apr-2025 05:00 PM,30-May-2025 12:00 PM,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/1034 DT-28/03/2025,2025_YEIDA_1024013_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,APPENDIX A TO E,"96,600",No,fixed,,Nil,Nil,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"1,075",Nil,Nil,No,"Pond Rejuvenation in Village- Niloni (shahpur), YEA. WC 06","Pond Rejuvenation in Village- Niloni (shahpur), YEA. WC 06",Please refer Tender documents. ,NA ,"48,30,016",Civil Works,NA ,Tender,90.0,270.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YEIDA 2nd FLOOR TENDER CELL,No ,No,AOC
,,,,,,,,,,,,,,,,2.0,5113473.0,M/S RUDRAKSHA ENGINEERS AND CONTRACTOR PVT LTD,10-Apr-2025 03:16 PM,Rejected-Finance,L2,28-Aug-2025 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Corrigendum,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,5135247.0,M/S R.V. CONTRACTOR,21-Apr-2025 05:07 PM,Accepted-AOC,L1,18-Sep-2025 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
