S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,944.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,621/RED/Tender/2025-26,2025_REDUP_1063802_10,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,06-Aug-2025 06:55 PM,12-Aug-2025 12:30 PM,06-Aug-2025 06:55 PM,12-Aug-2025 12:00 PM,NA ,NA ,06-Aug-2025 06:55 PM,12-Aug-2025 12:00 PM,21-Aug-2025 12:30 PM,"37,000",No,fixed,,Nil,Nil,EE RED Sitapur,"Vikas Bhawan, Sitapur",1,Fee/PreQual/Technical,.pdf,Technical,11 Installation work of public electric high mast light 6th (200 watt) Block Reusa.,11 Installation work of public electric high mast light 6th (200 watt) Block Reusa.,Please refer Tender documents. ,NA ,"17,35,736",Civil Works,NA ,Tender,90.0,90.0,"Reusa, Sitapur",261001.0,NA ,NA ,NA ,"Office of EE RED, Sitapur.",No ,No,AOC,Gyanendra Kumar,Internal,,Gyanendra Kumar,02-Sep-2025 02:43 PM,finsummary_1938617.pdf (179.59 KB),Finance,Two bid have been received and send For Financial Evaluation,Gyanendra Kumar,22-Aug-2025 11:33 AM,,BOQ Comparative Chart,1.0,5409359.0,M/S Jai Singh Verma,INR,"1,735,563",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,2025_REDUP_1063802_10,621/RED/Tender/2025-26,11 Installation work of public electric high mast light 6th (200 watt) Block Reusa.,1,5414839,AMARISH KUMAR VERMA,10-Aug-2025 05:29 PM,Rejected-Finance,Higher Rate Quoted,02-Sep-2025 02:43 PM,Gyanendra Kumar,Internal,,Gyanendra Kumar,20-Aug-2025 03:34 PM,21-Aug-2025 12:30 PM,techsummary_1938617.pdf (351.89 KB),02-Sep-2025,"INR 1,735,563",90.0,Gyanendra Kumar,02-Sep-2025 03:15 PM,101.pdf (318.00 KB),Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,13-Aug-2025 12:55 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5409359,M/S Jai Singh Verma,07-Aug-2025 02:18 PM,Accepted-AOC,L1,02-Sep-2025 03:15 PM,,,,,,,,,,,,,,,,,,,AOC
