S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,5486604.0,SHREE HARIOM INFOTECH,INR,"2,008,885",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE LUCKNOW,2025_REDUP_1066777_1,1202/EE RED Lucknow/25-26 Dt 04/08/2025,"Under District Lucknow, Installation of 1-way solar street lights at 97 public places in Mohanlalganj Vidhan Sabha constituency under Lok Sabha constituency Mohanlalganj, Lot No 1",1,5500031,JAI MAA BHAWANI CONSTRUCTION AND SUPPLIERS,27-Aug-2025 09:44 AM,Rejected-Finance,Rejected,19-Sep-2025 08:01 PM,19-Sep-2025,"INR 2,008,885",90.0,Ashutosh Arora,19-Sep-2025 09:08 PM,1202_1.pdf (86.00 KB),Er A K Arora EE RED Lucknow,Internal,"Er A K Arora EE RED Lucknow, Er M K Shukla AE RED Lucknow, Mr Amit Sinha DAO RED Lucknow",Ashutosh Arora,05-Sep-2025 11:59 AM,11-Sep-2025 12:00 PM,techsummary_1945277.pdf (1210.69 KB),Finance,Summary,Ashutosh Arora,11-Sep-2025 09:21 PM,,BOQ Comparative Chart,"Er A K Arora Executive Engineer, Rural Engineering Department, Lucknow",Internal,,Ashutosh Arora,19-Sep-2025 08:01 PM,finsummary_1945277.pdf (86.29 KB),Technical,Summary,Ashutosh Arora,27-Aug-2025 01:10 PM,,AOC,"Under District Lucknow, Installation of 1-way solar street lights at 97 public places in Mohanlalganj Vidhan Sabha constituency under Lok Sabha constituency Mohanlalganj, Lot No 1","Under District Lucknow, Installation of 1-way solar street lights at 97 public places in Mohanlalganj Vidhan Sabha constituency under Lok Sabha constituency Mohanlalganj, Lot No 1",Please refer Tender documents. ,NA ,"19,39,000",Civil Works,NA ,Tender,90.0,90.0,Lucknow,226016.0,"EE RED Near Vikas Bhawan, Sarvoday Nagar, Lucknow ","EE RED Near Vikas Bhawan, Sarvoday Nagar, Lucknow  ",22-Aug-2025 11:00 AM ,"EE RED Near Vikas Bhawan, Sarvoday Nagar, Lucknow",No ,No,1.0,SBI Bank,"38,780",No,percentage,2.0%,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE LUCKNOW,1202/EE RED Lucknow/25-26 Dt 04/08/2025,2025_REDUP_1066777_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"EE RED Near Vikas Bhawan, Sarvoday Nagar, Lucknow","EE RED Near Vikas Bhawan, Sarvoday Nagar, Lucknow",1,Fee/PreQual/Technical,.pdf,FEES AND TECHNICAL DOCUMENTS,950.0,Nil,Nil,No,20-Aug-2025 11:00 AM,27-Aug-2025 12:30 PM,20-Aug-2025 11:00 AM,27-Aug-2025 12:00 PM,NA ,NA ,20-Aug-2025 11:00 AM,27-Aug-2025 12:00 PM,11-Sep-2025 12:00 PM,AOC
,,,,,,,,,2,5486604,SHREE HARIOM INFOTECH,26-Aug-2025 12:20 PM,Accepted-AOC,AOC,19-Sep-2025 09:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL DOCUMENTS(BoQ),,,,,,,,,,,,,,AOC
