Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,Fee/PreQual/Technical,.pdf,NIT with T1,EE RED GONDA,EE RED GONDA Vikas Bhawan Distt Gonda,"21,930",Yes,percentage,2.0%,Nil,Nil,950.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,450/RED/ENivida/Nir/2025-26 dt 02-08-2025,2025_REDUP_1067302_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Gram Panchayat Lauvaveerpur Me Ram Prasad ke ghar se Rajkumar ke ghar hote Hue Ram Singhpurva Marg Tak 250 m me Interlocking Ka Karya,Gram Panchayat Lauvaveerpur Me Ram Prasad ke ghar se Rajkumar ke ghar hote Hue Ram Singhpurva Marg Tak 250 m me Interlocking Ka Karya,Gram Panchayat Lauvaveerpur Me Ram Prasad ke ghar se Rajkumar ke ghar hote Hue Ram Singhpurva Marg Tak 250 m me Interlocking Ka Karya ,NA ,"10,96,512",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,21-Aug-2025 06:00 PM,01-Sep-2025 12:30 PM,21-Aug-2025 06:00 PM,01-Sep-2025 12:00 PM,NA ,NA ,21-Aug-2025 06:00 PM,01-Sep-2025 12:00 PM,04-Sep-2025 11:30 AM,AOC,EE RED GONDA,Internal,ER J. B. Singh EE ER Virendra Kumar Pathak AE SRI L.K. Chakravarti DAO,VIRENDRA KUMAR PATHAK,04-Sep-2025 11:11 AM,04-Sep-2025 11:30 AM,techsummary_1946528.pdf (279.31 KB),Finance,Summary,Jay Bahadur Singh,08-Sep-2025 11:33 AM,,BOQ Comparative Chart,EE RED GONDA,Internal,ER J. B. Singh EE ER Virendra Kumar Pathak AE SRI L.K. Chakravarti DAO,Jay Bahadur Singh,30-Sep-2025 03:37 PM,finsummary_1946528.pdf (373.77 KB),Technical,Summary,VIRENDRA KUMAR PATHAK,03-Sep-2025 10:56 AM,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2025_REDUP_1067302_8,450/RED/ENivida/Nir/2025-26 dt 02-08-2025,Gram Panchayat Lauvaveerpur Me Ram Prasad ke ghar se Rajkumar ke ghar hote Hue Ram Singhpurva Marg Tak 250 m me Interlocking Ka Karya,1.0,5505829.0,M/S SRI JAN CONSTRUCTION,INR,"1,095,524.86",1,5506100,M/S DASMESH ASSOCIATES,30-Aug-2025 11:35 AM,Rejected-Finance,L2,30-Sep-2025 03:37 PM,30-Sep-2025,"INR 1,095,524.86",120.0,Jay Bahadur Singh,30-Sep-2025 03:39 PM,08.pdf (374.00 KB),Bond,AOC
2,Finance,.xls,Work BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5505829,M/S SRI JAN CONSTRUCTION,29-Aug-2025 12:28 PM,Accepted-AOC,L1,30-Sep-2025 03:40 PM,,,,,,,,AOC
