Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
11-Sep-2025,"INR 3,239,237.96",90.0,SHAILENDRA PRASAD,11-Sep-2025 03:46 PM,1214.pdf (658.00 KB),Technical,Admitted,SHAILENDRA PRASAD,10-Jul-2025 03:42 PM,,EE,Internal,,SHAILENDRA PRASAD,10-Jul-2025 05:30 PM,11-Jul-2025 12:00 PM,techsummary_1901269.pdf (445.27 KB),EE,Internal,,SHAILENDRA PRASAD,12-Aug-2025 03:26 PM,finsummary_1901269.pdf (109.38 KB),Finance,Admitted,Pankaj Rai,11-Jul-2025 02:17 PM,,BOQ Comparative Chart,1.0,5295012.0,M/s Akhilesh Associate,INR,"3,239,237.96",1,5294045,Durgawati Construction Co,09-Jul-2025 10:30 AM,Rejected-Finance,L2,12-Aug-2025 03:26 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2025_REDUP_1046714_19,243 Date 26-04-2025,Fattepur chitaura marg se narayanpur hote hue kamapur tak nav nirman karya.,AOC,Fattepur chitaura marg se narayanpur hote hue kamapur tak nav nirman karya.,Fattepur chitaura marg se narayanpur hote hue kamapur tak nav nirman karya.,Please refer Tender documents. ,NA ,"32,48,000",Civil Works,NA ,Tender,90.0,90.0,Vikash Bhavan Varanasi,221002.0,NA ,NA ,NA ,Vikash Bhavan Varanasi,No ,No,09-Jun-2025 12:00 PM,09-Jul-2025 12:30 PM,09-Jun-2025 12:00 PM,09-Jul-2025 12:00 PM,NA ,NA ,09-Jun-2025 12:00 PM,09-Jul-2025 12:00 PM,11-Jul-2025 12:00 PM,"2,354",Nil,Nil,No,EE RED,Vikash Bhavan Varanasi,1,Fee/PreQual/Technical,.pdf,Tender doc,"64,960",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,243 Date 26-04-2025,2025_REDUP_1046714_19,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5295012,M/s Akhilesh Associate,08-Jul-2025 07:10 PM,Accepted-AOC,L1,11-Sep-2025 03:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,AOC
