EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"28,000",No,fixed,,Nil,Nil,1.0,SBI Bank,856.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical PDF,Hemant Saxena,Executive Engineer Rural Engineering Department Vikas Bhawan Lakhimpur Kheri,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,318_04/MLAY/KHERI/2025-26,2025_REDUP_1050386_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Interlocking construction work from the Sharda Baggar to field of Shri Pal in the village panchayat Ludhauri majra Jokhipurwa. Block Nighasan,Interlocking construction work from the Sharda Baggar to field of Shri Pal in the village panchayat Ludhauri majra Jokhipurwa. Block Nighasan,Please Refer Tender Document ,NA ,"13,72,700",Civil Works,NA ,Tender,90.0,60.0,Lakhimpur Kheri,262701.0,NA ,NA ,NA ,RED Lakhimpur Kheri,No ,No,23-Jun-2025 12:00 PM,28-Jun-2025 12:30 PM,23-Jun-2025 12:00 PM,28-Jun-2025 12:00 PM,NA ,NA ,23-Jun-2025 12:00 PM,28-Jun-2025 12:00 PM,10-Jul-2025 12:00 PM,AOC,Finance,Recommended for Financial Evaluation,Hemant Saxena,11-Jul-2025 09:13 AM,finance_1908991.pdf,BOQ Comparative Chart,Hemant Saxena,Internal,,Hemant Saxena,05-Jul-2025 10:48 PM,10-Jul-2025 12:00 PM,techsummary_1908991.pdf (320.02 KB),Technical,Recommended for Technical Evaluation,Hemant Saxena,29-Jun-2025 04:14 PM,technical_1908991.pdf,Hemant Saxena,Internal,,Hemant Saxena,11-Jul-2025 10:01 PM,finsummary_1908991.pdf (432.41 KB),17-Jul-2025,"INR 1,372,765.74",60.0,Rajendra Nath Chaturvedi,26-Sep-2025 07:10 PM,AOC_318_04.pdf (204.00 KB),1,5270283,KUMAR CINSRTUCTION,24-Jun-2025 05:42 PM,Rejected-Finance,2nd Lowest Bidder,11-Jul-2025 10:01 PM,1.0,5267977.0,M/s Prakhar Enterprises,INR,"1,372,491",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,2025_REDUP_1050386_1,318_04/MLAY/KHERI/2025-26,Interlocking construction work from the Sharda Baggar to field of Shri Pal in the village panchayat Ludhauri majra Jokhipurwa. Block Nighasan,AOC
,,,,,,,,,,,,2,Finance,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5267977,M/s Prakhar Enterprises,24-Jun-2025 06:34 PM,Accepted-AOC,Accepted,26-Sep-2025 07:10 PM,,,,,,,,,,AOC
