Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,734/EE/RED/2025-26/18-07-2025,2025_REDUP_1060269_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Lot02 Gram sabha puras me manoj singh ke ghar se shiv mandir hote hue rohua sampark marg tak CC road kary,Lot02 Gram sabha puras me manoj singh ke ghar se shiv mandir hote hue rohua sampark marg tak CC road kary,Please refer Tender documents. ,NA ,"13,04,000",Civil Works,NA ,Tender,90.0,90.0,ballia,277001.0,EE RED DIV Ballia ,EE RED DIV Ballia ,14-Aug-2025 09:00 AM ,EE RED DIV Ballia,No ,No,1.0,Fee/PreQual/Technical,.pdf,TENDER FEE EMD,"27,000",Yes,fixed,,Nil,Nil,11-Aug-2025 09:00 AM,18-Aug-2025 12:00 PM,11-Aug-2025 09:00 AM,16-Aug-2025 12:00 PM,NA ,NA ,11-Aug-2025 09:00 AM,16-Aug-2025 12:00 PM,01-Sep-2025 04:00 PM,856.0,Nil,Nil,No,EE RED DIV Ballia,EE RED DIV Ballia,AOC,EE,Internal,aedao,Ratnesh Kumar Gond,18-Sep-2025 02:03 PM,finsummary_1931034.pdf (97.31 KB),Technical,2 bid admitted,Ratnesh Kumar Gond,21-Aug-2025 04:05 PM,technical_1931034.pdf,EE,Internal,AEDAO,Ratnesh Kumar Gond,01-Sep-2025 10:55 AM,01-Sep-2025 04:00 PM,techsummary_1931034.pdf (97.91 KB),Finance,2 bid admitted,Ratnesh Kumar Gond,02-Sep-2025 10:38 AM,finance_1931034.pdf,BOQ Comparative Chart,1.0,5417743.0,JYOTI SINGH,INR,"1,300,390.66",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2025_REDUP_1060269_1,734/EE/RED/2025-26/18-07-2025,Lot02 Gram sabha puras me manoj singh ke ghar se shiv mandir hote hue rohua sampark marg tak CC road kary,1.0,5417743.0,JYOTI SINGH,12-Aug-2025 01:32 PM,Accepted-AOC,aoc,18-Sep-2025 03:02 PM,18-Sep-2025,"INR 1,300,390.66",90.0,Ratnesh Kumar Gond,18-Sep-2025 03:02 PM,02fin734.pdf (97.00 KB),aoc,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER TECNICAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5417713.0,SAKSHAM CONSTRUCTION & SUPPLIERS,12-Aug-2025 05:16 PM,Rejected-Finance,second lowest,18-Sep-2025 02:03 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq FOR RATE,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
