S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
1,5239101,M/S MAA VAISHNO CONSTRACTION COMPANY,06-Jun-2025 06:34 PM,Accepted-AOC,I lowest bidder M/S MAA VAISHNO CONSTRACTION COMPANY (BID ID -5239101),16-Sep-2025 12:51 PM,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Faizabad)||SE, CC, Faizabad||PM Urban Works Unit Faizabad",2025_UPJNM_1038493_1,1163/M-10/22,Water Supply Scheme for Teachers Campus of Dr. Ram Manohar Lohia Awadh University Ayodhya,1.0,5239101.0,M/S MAA VAISHNO CONSTRACTION COMPANY,INR,"7,559,353.66",01-Aug-2025,"INR 7,559,353.66",365.0,VIVEK PANDEY,16-Sep-2025 12:50 PM,Document.pdf (477.00 KB),Contact award to Ist lowest bidder M/S MAA VAISHNO CONSTRACTION COMPANY (BID ID -5239101) with 21.222 percent below. C.B. No. 01/EE/2025-26 dt. 01.08.2025,EE AYODHYA,Internal,AEACJETCDUPJNAYODHYA,Santosh Kumar Singh,28-Jul-2025 01:12 PM,finsummary_1882699.pdf (685.72 KB),Technical,Technical bid opened on dt. 16-06-2025. 10 bids found and 8 bids admitted.,VIVEK PANDEY,17-Jun-2025 03:51 PM,,EE AYODHYA,Internal,AEACJETCDUPJNAYODHYA,Santosh Kumar Singh,17-Jul-2025 02:13 PM,18-Jul-2025 05:30 PM,techsummary_1882699.pdf (1797.49 KB),Finance,Financial bid open on dt. 18.07.2025. M/S MAA VAISHNO CONSTRACTION COMPANY found L1 bidder.,VIVEK PANDEY,18-Jul-2025 05:50 PM,,BOQ Comparative Chart,AOC,"5,900",Executive Engineer CD UPJN (Urban) Ayodhya,Ayodhya,No,1.0,DD - Demand Draft,"1,92,000",Yes,fixed,,Executive Engineer CD UPJN (Urban) Ayodhya,Ayodhya,12-May-2025 06:00 PM,16-Jun-2025 04:30 PM,12-May-2025 06:15 PM,16-Jun-2025 04:00 PM,12-May-2025 06:20 PM ,21-May-2025 03:00 PM ,12-May-2025 06:30 PM,16-Jun-2025 04:00 PM,18-Jul-2025 05:30 PM,Water Supply Scheme for Teachers Campus of Dr. Ram Manohar Lohia Awadh University Ayodhya,Water Supply Scheme for Teachers Campus of Dr. Ram Manohar Lohia Awadh University Ayodhya,As per attached bid document ,NA ,"95,95,767",Civil Works,Civil work with E and M work ,Tender,120.0,365.0,Nagar Nigam Ayodhya,224001.0,Civil Line Ayodhya ,"Office of The Executive Engineer, Construction Division, U P Jal Nigam (Urban), Ayodhya ",19-May-2025 03:00 PM ,Civil Line Ayodhya,No ,No,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Faizabad)||SE, CC, Faizabad||PM Urban Works Unit Faizabad",1163/M-10/22,2025_UPJNM_1038493_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Corrigendum 1,Date,,Executive Engineer,"office of The Executive Engineer, Construction Division, U P Jal Nigam (Urban), Ayodhya",1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC
2,5252899,M/S P S CONSTRUCTION,16-Jun-2025 03:39 PM,Rejected-Finance,Not found lowest bidder,28-Jul-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,AOC
3,5239618,M/s Satyam Associates,15-Jun-2025 12:40 PM,Not Admitted-Fee/PreQual/Technical,Others-Tender fee not received,17-Jun-2025 03:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,5252898,M/S SHIVAM ENTERPRISES,16-Jun-2025 03:55 PM,Rejected-Finance,Not found lowest bidder,28-Jul-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,5252680,M/S SHREE HARIOM SHARMA CONSTRUCTION,16-Jun-2025 02:23 PM,Rejected-Finance,Not found lowest bidder,28-Jul-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,5239124,M/S SINGH CONSTRUCTIONS & SUPPLIERS,06-Jun-2025 06:48 PM,Rejected-Finance,Not found lowest bidder,28-Jul-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,5252485,M/S STERLING ENTERPRISES,16-Jun-2025 02:08 PM,Not Admitted-Fee/PreQual/Technical,Others-Tender fee not received,17-Jun-2025 03:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,5249695,RAMESH SINGH CONSTRUCTIONS,16-Jun-2025 12:04 PM,Rejected-Finance,Not found lowest bidder,28-Jul-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,5251727,SHIVA ASSOCIATES,16-Jun-2025 08:25 AM,Rejected-Finance,Not found lowest bidder,28-Jul-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,5251004,Shri Mataji BuildCon,16-Jun-2025 01:35 PM,Rejected-Technical,Disqualified,17-Jul-2025 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
