Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Construction work of 90.00 m CC road and drain from Dr. Arun Kumar to Anand Pal son of Hardayal house in village Ladupura on the link road of Chhachhari Syau Road, BLOCK- Jalilpur, DISTRICT- BIJNOR. (NIDHI WORK)","Construction work of 90.00 m CC road and drain from Dr. Arun Kumar to Anand Pal son of Hardayal house in village Ladupura on the link road of Chhachhari Syau Road, BLOCK- Jalilpur, DISTRICT- BIJNOR. (NIDHI WORK)",Please refer Tender documents. ,NA ,"6,78,092",Civil Works - Roads,NA ,Tender,60.0,60.0,BIJNOR,246701.0,NA ,NA ,NA ,"E.E. OFFICE , UPSCIDCO, MORADABAD",No ,No,"E.E., UPSCIDCO, BIJNOR","E.E. OFFICE, UP STATE CONSTRUCTION AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD., SAMAJ KALYAN CAMPUS, KANTH ROAD, MORADABAD",20-Aug-2025 04:00 PM,27-Aug-2025 11:00 AM,20-Aug-2025 04:00 PM,27-Aug-2025 10:00 AM,NA ,NA ,20-Aug-2025 04:00 PM,27-Aug-2025 10:00 AM,29-Aug-2025 10:00 AM,"14,000",No,fixed,,U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,013/E.E./BJR/NIDHI/2025-26 Dt. 20-08-2025,2025_SCIDC_1066875_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,FDR - Fixed Deposit,"1,062",U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,No,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,AOC,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,28-Aug-2025 07:18 PM,29-Aug-2025 10:00 AM,techsummary_1945569.pdf (194.11 KB),Finance,FINANCIAL REPORT,Avdhesh kumar Verma,30-Aug-2025 11:30 AM,,BOQ Comparative Chart,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,30-Aug-2025 02:24 PM,finsummary_1945569.pdf (250.97 KB),Technical,TECHNICAL REPORT,Avdhesh kumar Verma,28-Aug-2025 06:59 PM,technical_1945569.pdf,1,5482138,MOHD USMAN,24-Aug-2025 11:01 AM,Accepted-AOC,AMOUNT IS LOWEST,10-Sep-2025 02:37 PM,1.0,5482138.0,MOHD USMAN,INR,"677,888.57",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,2025_SCIDC_1066875_1,013/E.E./BJR/NIDHI/2025-26 Dt. 20-08-2025,"Construction work of 90.00 m CC road and drain from Dr. Arun Kumar to Anand Pal son of Hardayal house in village Ladupura on the link road of Chhachhari Syau Road, BLOCK- Jalilpur, DISTRICT- BIJNOR. (NIDHI WORK)",03-Sep-2025,"INR 678,092",60.0,Avdhesh kumar Verma,10-Sep-2025 02:37 PM,013NIT028WOBJR.pdf (100.00 KB),LOI OF WORK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,,,,,2,Finance,.xls,PRICE BID,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5486531,SAMEER ENTERPRISES,24-Aug-2025 07:46 PM,Rejected-Finance,AMOUNT IS HIGH,30-Aug-2025 02:24 PM,,,,,,,,,,,,,,,,,AOC
