Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
25-Sep-2025,"INR 3,141,512",120.0,RAJNEESH KUMAR,25-Sep-2025 03:55 PM,bijauli_badimatamandir.pdf (387.00 KB),FINAL,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2025_REDUP_1061688_5,1340/RED/NIVIDA/2025-26 Dt- 14.07.2025,Bijauli Badi mata mandir ke bahar teen shed ka nirman.,1.0,5514226.0,JAYA SRI INDUSTRIES,INR,"3,141,512",1,5514226,JAYA SRI INDUSTRIES,03-Sep-2025 07:14 AM,Accepted-AOC,Y,25-Sep-2025 03:56 PM,Technical,FINAL,RAJNEESH KUMAR,11-Sep-2025 01:45 PM,technical_1934513.pdf,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,20-Sep-2025 12:06 PM,finsummary_1934513.pdf (386.74 KB),Finance,FINAL,RAJNEESH KUMAR,20-Sep-2025 12:04 PM,finance_1934513.pdf,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,11-Sep-2025 01:47 PM,16-Sep-2025 12:30 PM,techsummary_1934513.pdf (202.73 KB),AOC,"1,58,000",Yes,fixed,,Nil,Nil,1.0,date 2,Date,,Bijauli Badi mata mandir ke bahar teen shed ka nirman.,Bijauli Badi mata mandir ke bahar teen shed ka nirman.,Please refer Tender documents. ,NA ,"31,50,000",Civil Works,NA ,Tender,90.0,120.0,Bijauli Badi mata mandir ke bahar teen shed ka nir,284003.0,NA ,NA ,NA ,EE RED JHANSI,No ,No,EE RED JHANSI,EE RED JHANSI,1.0,SBI Bank,31-Jul-2025 04:00 PM,06-Sep-2025 03:30 PM,31-Jul-2025 04:00 PM,06-Sep-2025 12:00 PM,NA ,NA ,31-Jul-2025 04:00 PM,06-Sep-2025 12:00 PM,16-Sep-2025 12:30 PM,"2,354",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,1340/RED/NIVIDA/2025-26 Dt- 14.07.2025,2025_REDUP_1061688_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,bid,AOC
,,,,,,,,,,,,,,,,2,5512736,M/S ARYAN ASSOCIATE,02-Sep-2025 11:56 AM,Rejected-Finance,N,20-Sep-2025 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,AOC
