Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Uttar Pradesh Power Corporation Ltd.||SE Civil HQ Shakti Bhawan Extension||EE Civil HQ Attached to CE Civil 2||SE Civil HQ||EE Maintenance Unit,01/MU/SBE/LKO/2025-26,2025_UPPCL_1028824_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,180",Executive Engineer,Lucknow,No,Executive Engineer,Maintenance Unit Shakti Bhawan Extension Lucknow,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,18-Jun-2025 06:00 PM,19-Jul-2025 12:00 PM,18-Jun-2025 06:00 PM,18-Jul-2025 02:00 PM,NA ,NA ,18-Jun-2025 06:00 PM,18-Jul-2025 02:00 PM,05-Aug-2025 04:00 PM,1.0,RTGS - RTGS Payment,Electric Wiring at Type 1 Type 2 Type 3 and Type 4 House at Different Departmental Colonies at Lucknow,Electric Wiring at Type 1 Type 2 Type 3 and Type 4 House at Different Departmental Colonies at Lucknow,Please Refer Tender Documents ,N/A ,,Electrical Works,N/A ,Tender,180.0,60.0,Lucknow,226001.0,NA ,NA ,NA ,Maintenance Unit Shakti Bhawan Extension Lucknow,No ,No,"10,000",No,fixed,,Executive Engineer,Lucknow,AOC,Technical,Technical Summary,Dinesh Kumar,05-Aug-2025 03:28 PM,technical_1907739.pdf,N K Pandey,Internal,"Ashu Kalia, Nitin Nijhawan",Dinesh Kumar,06-Aug-2025 05:23 PM,finsummary_1907739.pdf (32.54 KB),Finance,Financial Summary,Dinesh Kumar,06-Aug-2025 05:04 PM,finance_1907739.pdf,BOQ Comparative Chart,N K Pandey,Internal,"Ashu Kalia , Nitin Nijhawan",Dinesh Kumar,05-Aug-2025 03:31 PM,05-Aug-2025 04:00 PM,techsummary_1907739.pdf (32.41 KB),08-Sep-2025,"INR 760,584",60.0,Dinesh Kumar,09-Sep-2025 11:04 AM,workorder_01.pdf (3550.00 KB),L1-Bidder M/s Shiva Traders,1.0,5340789.0,M/S SHIVA TRADERS,INR,"760,584",Uttar Pradesh Power Corporation Ltd.||SE Civil HQ Shakti Bhawan Extension||EE Civil HQ Attached to CE Civil 2||SE Civil HQ||EE Maintenance Unit,2025_UPPCL_1028824_2,01/MU/SBE/LKO/2025-26,Electric Wiring at Type 1 Type 2 Type 3 and Type 4 House at Different Departmental Colonies at Lucknow,1,5353983,EAGLE CONSTRUCTION,18-Jul-2025 12:37 PM,Rejected-AOC,L3,09-Sep-2025 11:05 AM,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5340789,M/S SHIVA TRADERS,16-Jul-2025 04:44 PM,Accepted-AOC,L1,09-Sep-2025 11:05 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5349436,SEVEN ENTERPRISES,17-Jul-2025 02:13 PM,Rejected-AOC,L4,09-Sep-2025 11:05 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5327331,SRI SAI SUDHA ENTERPRISES,15-Jul-2025 12:38 PM,Rejected-AOC,L2,09-Sep-2025 11:05 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5339342,SUMI ENTERPRISES,16-Jul-2025 03:28 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Aug-2025 03:28 PM,AOC
