EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"44,720",Yes,percentage,2.0%,Nil,Nil,"2,354",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Tender doc,19-Jun-2025 12:00 PM,19-Jul-2025 12:30 PM,19-Jun-2025 12:00 PM,19-Jul-2025 12:00 PM,NA ,NA ,19-Jun-2025 12:00 PM,19-Jul-2025 12:00 PM,26-Jul-2025 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,366 Date 13-05-2025,2025_REDUP_1049180_45,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Ward iswargangi 73 iswargangi pokhara ke charo taraf naye patthar interlocking se gali nirman karya.,Ward iswargangi 73 iswargangi pokhara ke charo taraf naye patthar interlocking se gali nirman karya.,Please refer Tender documents. ,NA ,"22,36,000",Civil Works,NA ,Tender,90.0,90.0,Vikash Bhavan Varanasi,221002.0,NA ,NA ,NA ,Vikash Bhavan Varanasi,No ,No,EE RED,Vikash Bhavan Varanasi,1.0,SBI Bank,AOC,1.0,5339427.0,MAA DURGE AADI SUBHANGAM CONSTRUCTION COMPANY,INR,"2,235,711.15",EE,Internal,,SHAILENDRA PRASAD,28-Jul-2025 03:41 PM,finsummary_1907298.pdf (110.95 KB),Finance,Admitted,SHAILENDRA PRASAD,26-Jul-2025 03:22 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2025_REDUP_1049180_45,366 Date 13-05-2025,Ward iswargangi 73 iswargangi pokhara ke charo taraf naye patthar interlocking se gali nirman karya.,1,5339427,MAA DURGE AADI SUBHANGAM CONSTRUCTION COMPANY,16-Jul-2025 01:50 PM,Accepted-AOC,L1,18-Sep-2025 04:06 PM,EE,Internal,,SHAILENDRA PRASAD,23-Jul-2025 06:08 PM,26-Jul-2025 12:00 PM,techsummary_1907298.pdf (664.11 KB),18-Sep-2025,"INR 2,235,711.15",90.0,Rajesh Kumar Yadav,18-Sep-2025 04:06 PM,1372.pdf (761.00 KB),Technical,Admitted,SHAILENDRA PRASAD,23-Jul-2025 04:41 PM,,AOC
,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5340663,VPR ENTERPRISES,16-Jul-2025 04:30 PM,Rejected-Finance,L2,28-Jul-2025 03:41 PM,,,,,,,,,,,,,,,,,,,AOC
